customer_id,last_purchase_date,recency_days
14251,"2011-12-08 08:32:00",1
17528,"2011-12-08 13:27:00",1
17554,"2011-12-08 14:15:00",1
15453,"2011-12-08 10:59:00",1
13468,"2011-12-08 10:39:00",1
13924,"2011-12-08 09:39:00",1
16833,"2011-12-08 14:39:00",1
13510,"2011-12-08 13:46:00",1
15189,"2011-12-08 13:22:00",1
13471,"2011-12-08 15:44:00",1
13890,"2011-12-08 15:36:00",1
17436,"2011-12-08 12:30:00",1
17631,"2011-12-08 09:47:00",1
13680,"2011-12-08 13:47:00",1
15520,"2011-12-08 10:58:00",1
17673,"2011-12-08 12:50:00",1
14719,"2011-12-08 12:43:00",1
15443,"2011-12-08 10:40:00",1
16358,"2011-12-08 15:09:00",1
17315,"2011-12-08 12:15:00",1
17856,"2011-12-08 09:40:00",1
14217,"2011-12-08 11:53:00",1
15156,"2011-12-08 18:22:00",1
17675,"2011-12-08 18:03:00",1
17144,"2011-12-08 17:57:00",1
15159,"2011-12-08 12:05:00",1
14520,"2011-12-08 09:46:00",1
17757,"2011-12-08 15:31:00",1
14129,"2011-12-08 11:02:00",1
18210,"2011-12-08 11:02:00",1
14606,"2011-12-08 19:28:00",1
12955,"2011-12-08 16:29:00",1
17530,"2011-12-08 18:42:00",1
15796,"2011-12-08 19:55:00",1
13013,"2011-12-08 15:01:00",1
16210,"2011-12-08 12:36:00",1
15484,"2011-12-08 15:03:00",1
13026,"2011-12-08 16:58:00",1
16891,"2011-12-08 11:15:00",1
15187,"2011-12-08 11:56:00",1
13954,"2011-12-08 12:50:00",1
16322,"2011-12-08 15:41:00",1
15208,"2011-12-08 17:24:00",1
13860,"2011-12-08 12:57:00",1
13599,"2011-12-08 16:10:00",1
14191,"2011-12-08 09:23:00",1
13521,"2011-12-08 13:50:00",1
13077,"2011-12-08 19:24:00",1
14653,"2011-12-08 13:45:00",1
17405,"2011-12-08 17:12:00",1
13098,"2011-12-08 14:14:00",1
13102,"2011-12-08 12:52:00",1
14646,"2011-12-08 12:12:00",1
14569,"2011-12-08 14:58:00",1
16933,"2011-12-08 12:54:00",1
13798,"2011-12-08 15:51:00",1
17949,"2011-12-08 18:46:00",1
13436,"2011-12-08 10:33:00",1
14621,"2011-12-08 16:22:00",1
15214,"2011-12-08 12:07:00",1
16688,"2011-12-08 15:24:00",1
14056,"2011-12-08 13:36:00",1
17644,"2011-12-08 13:43:00",1
14796,"2011-12-08 15:31:00",1
13263,"2011-12-08 13:59:00",1
13269,"2011-12-08 14:53:00",1
17668,"2011-12-08 13:25:00",1
13298,"2011-12-08 13:11:00",1
13314,"2011-12-08 12:29:00",1
13318,"2011-12-08 18:51:00",1
16442,"2011-12-08 11:43:00",1
16794,"2011-12-08 17:54:00",1
15237,"2011-12-08 09:46:00",1
17243,"2011-12-08 13:26:00",1
18109,"2011-12-08 11:36:00",1
12347,"2011-12-07 15:52:00",2
17091,"2011-12-07 10:43:00",2
15195,"2011-12-07 12:20:00",2
16779,"2011-12-07 14:54:00",2
17735,"2011-12-07 16:47:00",2
17232,"2011-12-07 12:21:00",2
17266,"2011-12-07 14:12:00",2
18092,"2011-12-07 13:14:00",2
12471,"2011-12-07 15:43:00",2
17097,"2011-12-07 17:05:00",2
13534,"2011-12-07 14:52:00",2
17042,"2011-12-07 12:26:00",2
16672,"2011-12-07 16:29:00",2
17870,"2011-12-07 15:07:00",2
12569,"2011-12-07 16:24:00",2
12583,"2011-12-07 08:07:00",2
15471,"2011-12-07 14:12:00",2
16817,"2011-12-07 11:03:00",2
14910,"2011-12-07 10:06:00",2
12615,"2011-12-07 15:02:00",2
15750,"2011-12-07 12:34:00",2
14132,"2011-12-07 13:35:00",2
17503,"2011-12-07 09:18:00",2
17434,"2011-12-07 13:16:00",2
13743,"2011-12-07 10:09:00",2
14204,"2011-12-07 13:38:00",2
17449,"2011-12-07 16:56:00",2
15969,"2011-12-07 11:06:00",2
12720,"2011-12-07 08:03:00",2
18272,"2011-12-07 12:43:00",2
15498,"2011-12-07 12:48:00",2
14769,"2011-12-07 10:24:00",2
12747,"2011-12-07 14:34:00",2
17412,"2011-12-07 11:36:00",2
16539,"2011-12-07 08:41:00",2
12783,"2011-12-07 15:56:00",2
13870,"2011-12-07 13:23:00",2
12826,"2011-12-07 10:25:00",2
12828,"2011-12-07 08:45:00",2
16525,"2011-12-07 15:07:00",2
12839,"2011-12-07 12:33:00",2
14904,"2011-12-07 12:55:00",2
14189,"2011-12-07 15:55:00",2
17511,"2011-12-07 10:12:00",2
15883,"2011-12-07 17:05:00",2
17602,"2011-12-07 13:53:00",2
12912,"2011-12-07 08:55:00",2
15136,"2011-12-07 12:26:00",2
12935,"2011-12-07 17:25:00",2
16000,"2011-12-07 12:17:00",2
12950,"2011-12-07 13:17:00",2
14395,"2011-12-07 14:34:00",2
14032,"2011-12-07 15:23:00",2
14087,"2011-12-07 12:41:00",2
18237,"2011-12-07 12:49:00",2
16678,"2011-12-07 12:17:00",2
13685,"2011-12-07 11:41:00",2
17238,"2011-12-07 11:35:00",2
14141,"2011-12-07 09:53:00",2
13882,"2011-12-07 11:16:00",2
13756,"2011-12-07 16:44:00",2
18273,"2011-12-07 13:16:00",2
13089,"2011-12-07 09:02:00",2
17017,"2011-12-07 09:32:00",2
16393,"2011-12-07 12:51:00",2
13767,"2011-12-07 15:00:00",2
14794,"2011-12-07 10:11:00",2
16458,"2011-12-07 09:34:00",2
13769,"2011-12-07 15:08:00",2
15701,"2011-12-07 14:39:00",2
15984,"2011-12-07 12:16:00",2
17835,"2011-12-07 11:48:00",2
16426,"2011-12-07 14:01:00",2
13267,"2011-12-07 11:12:00",2
17049,"2011-12-07 10:48:00",2
13668,"2011-12-07 12:11:00",2
14534,"2011-12-07 12:19:00",2
18219,"2011-12-07 11:43:00",2
17590,"2011-12-07 12:55:00",2
16368,"2011-12-07 13:12:00",2
13949,"2011-12-07 09:35:00",2
16191,"2011-12-07 11:26:00",2
14527,"2011-12-07 12:19:00",2
15568,"2011-12-07 11:27:00",2
14085,"2011-12-07 13:46:00",2
15525,"2011-12-07 14:43:00",2
15298,"2011-12-07 17:17:00",2
14708,"2011-12-07 08:21:00",2
14397,"2011-12-07 09:22:00",2
13694,"2011-12-06 09:32:00",3
12362,"2011-12-06 15:40:00",3
14282,"2011-12-06 17:04:00",3
14140,"2011-12-06 09:05:00",3
15061,"2011-12-06 12:06:00",3
16620,"2011-12-06 12:19:00",3
17250,"2011-12-06 12:15:00",3
14121,"2011-12-06 12:19:00",3
12417,"2011-12-06 14:52:00",3
15157,"2011-12-06 11:28:00",3
16313,"2011-12-06 13:02:00",3
12442,"2011-12-06 14:22:00",3
18154,"2011-12-06 16:41:00",3
16790,"2011-12-06 11:53:00",3
17666,"2011-12-06 09:06:00",3
15023,"2011-12-06 17:23:00",3
12478,"2011-12-06 09:56:00",3
14871,"2011-12-06 13:42:00",3
17914,"2011-12-06 11:58:00",3
14418,"2011-12-06 11:39:00",3
16013,"2011-12-06 10:36:00",3
16929,"2011-12-06 08:37:00",3
16015,"2011-12-06 10:58:00",3
17861,"2011-12-06 16:21:00",3
16979,"2011-12-06 12:21:00",3
17119,"2011-12-06 14:40:00",3
17730,"2011-12-06 15:43:00",3
12584,"2011-12-06 09:35:00",3
14578,"2011-12-06 17:18:00",3
16201,"2011-12-06 16:02:00",3
17744,"2011-12-06 12:11:00",3
17884,"2011-12-06 11:33:00",3
18283,"2011-12-06 12:02:00",3
16353,"2011-12-06 12:23:00",3
12650,"2011-12-06 16:34:00",3
16764,"2011-12-06 11:41:00",3
17346,"2011-12-06 12:18:00",3
16495,"2011-12-06 13:20:00",3
12682,"2011-12-06 10:00:00",3
13709,"2011-12-06 10:28:00",3
17728,"2011-12-06 08:52:00",3
17290,"2011-12-06 12:38:00",3
16133,"2011-12-06 11:24:00",3
17883,"2011-12-06 17:49:00",3
15318,"2011-12-06 11:30:00",3
16143,"2011-12-06 14:13:00",3
12716,"2011-12-06 08:55:00",3
12723,"2011-12-06 10:19:00",3
12749,"2011-12-06 09:56:00",3
12766,"2011-12-06 08:46:00",3
15822,"2011-12-06 14:50:00",3
13507,"2011-12-06 13:13:00",3
14113,"2011-12-06 12:18:00",3
16987,"2011-12-06 17:26:00",3
14216,"2011-12-06 14:56:00",3
14735,"2011-12-06 12:09:00",3
12820,"2011-12-06 15:12:00",3
14737,"2011-12-06 10:16:00",3
16711,"2011-12-06 16:32:00",3
16528,"2011-12-06 12:45:00",3
14907,"2011-12-06 14:14:00",3
12877,"2011-12-06 10:30:00",3
14110,"2011-12-06 12:26:00",3
18225,"2011-12-06 13:27:00",3
17705,"2011-12-06 13:45:00",3
14071,"2011-12-06 12:27:00",3
12971,"2011-12-06 12:20:00",3
14503,"2011-12-06 13:30:00",3
15992,"2011-12-06 11:00:00",3
12989,"2011-12-06 15:28:00",3
14547,"2011-12-06 11:06:00",3
13994,"2011-12-06 11:05:00",3
13881,"2011-12-06 12:50:00",3
15907,"2011-12-06 12:21:00",3
13078,"2011-12-06 15:36:00",3
13755,"2011-12-06 12:26:00",3
13104,"2011-12-06 13:10:00",3
14572,"2011-12-06 14:40:00",3
15194,"2011-12-06 15:10:00",3
16016,"2011-12-06 14:35:00",3
17593,"2011-12-06 10:30:00",3
14293,"2011-12-06 15:17:00",3
14562,"2011-12-06 11:05:00",3
13199,"2011-12-06 12:30:00",3
16569,"2011-12-06 15:32:00",3
14825,"2011-12-06 11:38:00",3
13225,"2011-12-06 13:29:00",3
18005,"2011-12-06 11:51:00",3
16949,"2011-12-06 11:07:00",3
16076,"2011-12-06 14:59:00",3
17481,"2011-12-06 12:28:00",3
13323,"2011-12-06 17:12:00",3
14868,"2011-12-06 14:49:00",3
14673,"2011-12-06 14:31:00",3
16597,"2011-12-05 15:44:00",4
16811,"2011-12-05 11:39:00",4
12367,"2011-12-05 16:48:00",4
16642,"2011-12-05 11:31:00",4
12381,"2011-12-05 12:44:00",4
14759,"2011-12-05 12:03:00",4
18044,"2011-12-05 14:26:00",4
15145,"2011-12-05 17:21:00",4
15097,"2011-12-05 14:03:00",4
17090,"2011-12-05 13:44:00",4
14075,"2011-12-05 08:38:00",4
15290,"2011-12-05 11:39:00",4
15854,"2011-12-05 13:39:00",4
17218,"2011-12-05 13:52:00",4
16968,"2011-12-05 15:02:00",4
15572,"2011-12-05 10:09:00",4
14696,"2011-12-05 13:43:00",4
16684,"2011-12-05 14:06:00",4
16910,"2011-12-05 12:51:00",4
15932,"2011-12-05 17:13:00",4
18180,"2011-12-05 08:39:00",4
17383,"2011-12-05 17:36:00",4
13790,"2011-12-05 15:48:00",4
16200,"2011-12-05 14:40:00",4
17254,"2011-12-05 12:46:00",4
15640,"2011-12-05 14:35:00",4
15628,"2011-12-05 10:24:00",4
12628,"2011-12-05 13:15:00",4
15621,"2011-12-05 14:01:00",4
18198,"2011-12-05 14:49:00",4
12646,"2011-12-05 10:14:00",4
12683,"2011-12-05 16:28:00",4
16360,"2011-12-05 12:16:00",4
17857,"2011-12-05 13:13:00",4
16149,"2011-12-05 11:29:00",4
17676,"2011-12-05 15:16:00",4
17579,"2011-12-05 12:28:00",4
15358,"2011-12-05 09:04:00",4
17404,"2011-12-05 16:26:00",4
16600,"2011-12-05 16:00:00",4
12782,"2011-12-05 09:16:00",4
12841,"2011-12-05 11:13:00",4
15053,"2011-12-05 12:08:00",4
16873,"2011-12-05 12:05:00",4
17526,"2011-12-05 11:05:00",4
18223,"2011-12-05 09:11:00",4
12913,"2011-12-05 12:11:00",4
14194,"2011-12-05 10:38:00",4
12925,"2011-12-05 11:11:00",4
16500,"2011-12-05 12:04:00",4
15031,"2011-12-05 14:19:00",4
16851,"2011-12-05 13:32:00",4
17706,"2011-12-05 13:34:00",4
16682,"2011-12-05 12:13:00",4
12994,"2011-12-05 15:43:00",4
13001,"2011-12-05 14:51:00",4
14629,"2011-12-05 16:55:00",4
14096,"2011-12-05 17:17:00",4
13021,"2011-12-05 16:37:00",4
15033,"2011-12-05 12:40:00",4
15690,"2011-12-05 15:59:00",4
17402,"2011-12-05 10:15:00",4
14608,"2011-12-05 16:52:00",4
13079,"2011-12-05 16:53:00",4
13083,"2011-12-05 15:01:00",4
14083,"2011-12-05 13:14:00",4
15856,"2011-12-05 17:09:00",4
17811,"2011-12-05 13:46:00",4
13126,"2011-12-05 10:00:00",4
14931,"2011-12-05 10:19:00",4
13417,"2011-12-05 08:49:00",4
15550,"2011-12-05 15:38:00",4
13173,"2011-12-05 15:51:00",4
14739,"2011-12-05 16:54:00",4
17920,"2011-12-05 14:29:00",4
17817,"2011-12-05 14:39:00",4
14219,"2011-12-05 16:23:00",4
15392,"2011-12-05 11:01:00",4
13985,"2011-12-05 17:06:00",4
13230,"2011-12-05 16:03:00",4
18015,"2011-12-05 14:49:00",4
15274,"2011-12-05 16:57:00",4
16904,"2011-12-05 13:10:00",4
14401,"2011-12-05 13:30:00",4
18030,"2011-12-05 16:37:00",4
16592,"2011-12-05 13:49:00",4
16513,"2011-12-05 10:18:00",4
14060,"2011-12-05 12:29:00",4
13305,"2011-12-05 15:15:00",4
17006,"2011-12-05 12:09:00",4
13311,"2011-12-05 12:55:00",4
16379,"2011-12-05 15:38:00",4
16746,"2011-12-05 12:33:00",4
14649,"2011-12-05 12:30:00",4
13596,"2011-12-04 12:01:00",5
16438,"2011-12-04 10:51:00",5
17114,"2011-12-04 12:17:00",5
17131,"2011-12-04 12:52:00",5
15773,"2011-12-04 12:48:00",5
16535,"2011-12-04 15:18:00",5
14102,"2011-12-04 15:38:00",5
12490,"2011-12-04 16:07:00",5
16033,"2011-12-04 12:44:00",5
12560,"2011-12-04 13:54:00",5
17629,"2011-12-04 10:56:00",5
18065,"2011-12-04 10:30:00",5
14720,"2011-12-04 12:02:00",5
13956,"2011-12-04 13:20:00",5
13736,"2011-12-04 15:19:00",5
12673,"2011-12-04 13:55:00",5
17750,"2011-12-04 14:09:00",5
12719,"2011-12-04 13:45:00",5
12724,"2011-12-04 16:02:00",5
14456,"2011-12-04 13:59:00",5
16905,"2011-12-04 14:01:00",5
17936,"2011-12-04 13:32:00",5
13704,"2011-12-04 15:13:00",5
16326,"2011-12-04 10:11:00",5
14658,"2011-12-04 15:35:00",5
12827,"2011-12-04 12:17:00",5
16988,"2011-12-04 16:02:00",5
14546,"2011-12-04 13:00:00",5
17858,"2011-12-04 11:56:00",5
13630,"2011-12-04 15:16:00",5
12952,"2011-12-04 10:35:00",5
13808,"2011-12-04 12:18:00",5
13838,"2011-12-04 11:00:00",5
17827,"2011-12-04 15:00:00",5
17173,"2011-12-04 14:40:00",5
16931,"2011-12-04 13:15:00",5
13435,"2011-12-04 14:45:00",5
16283,"2011-12-04 12:08:00",5
13822,"2011-12-04 12:13:00",5
13153,"2011-12-04 12:14:00",5
15867,"2011-12-04 13:32:00",5
17954,"2011-12-04 14:15:00",5
16561,"2011-12-04 11:50:00",5
14354,"2011-12-04 11:32:00",5
14583,"2011-12-04 12:32:00",5
17618,"2011-12-04 11:50:00",5
13319,"2011-12-04 13:34:00",5
13558,"2011-12-04 11:24:00",5
15539,"2011-12-02 13:36:00",7
12364,"2011-12-02 10:22:00",7
15078,"2011-12-02 15:41:00",7
15123,"2011-12-02 13:12:00",7
16359,"2011-12-02 17:04:00",7
16899,"2011-12-02 12:03:00",7
17157,"2011-12-02 09:10:00",7
14594,"2011-12-02 13:28:00",7
18245,"2011-12-02 14:48:00",7
18282,"2011-12-02 11:43:00",7
17183,"2011-12-02 10:07:00",7
15547,"2011-12-02 12:52:00",7
13560,"2011-12-02 13:11:00",7
12558,"2011-12-02 10:41:00",7
17686,"2011-12-02 15:39:00",7
16759,"2011-12-02 12:42:00",7
12587,"2011-12-02 12:47:00",7
14560,"2011-12-02 15:22:00",7
14292,"2011-12-02 11:50:00",7
17086,"2011-12-02 13:54:00",7
12684,"2011-12-02 09:53:00",7
12695,"2011-12-02 13:22:00",7
12700,"2011-12-02 10:47:00",7
12704,"2011-12-02 13:15:00",7
14895,"2011-12-02 09:23:00",7
14493,"2011-12-02 16:14:00",7
12762,"2011-12-02 10:23:00",7
17584,"2011-12-02 17:12:00",7
13495,"2011-12-02 11:21:00",7
17221,"2011-12-02 13:35:00",7
15271,"2011-12-02 14:11:00",7
17942,"2011-12-02 10:45:00",7
13953,"2011-12-02 16:04:00",7
14865,"2011-12-02 16:25:00",7
14897,"2011-12-02 10:32:00",7
15769,"2011-12-02 13:52:00",7
14126,"2011-12-02 11:45:00",7
18144,"2011-12-02 12:46:00",7
16989,"2011-12-02 16:39:00",7
12856,"2011-12-02 10:52:00",7
13969,"2011-12-02 15:11:00",7
14092,"2011-12-02 12:13:00",7
16474,"2011-12-02 13:02:00",7
14428,"2011-12-02 13:17:00",7
14023,"2011-12-02 13:58:00",7
17495,"2011-12-02 12:08:00",7
13458,"2011-12-02 15:29:00",7
15570,"2011-12-02 14:47:00",7
12962,"2011-12-02 15:55:00",7
12970,"2011-12-02 14:30:00",7
14031,"2011-12-02 17:13:00",7
17567,"2011-12-02 15:48:00",7
13705,"2011-12-02 12:32:00",7
13017,"2011-12-02 15:53:00",7
14250,"2011-12-02 14:30:00",7
16038,"2011-12-02 12:40:00",7
17386,"2011-12-02 11:28:00",7
16333,"2011-12-02 12:19:00",7
13780,"2011-12-02 13:49:00",7
13183,"2011-12-02 10:30:00",7
17611,"2011-12-02 13:29:00",7
16440,"2011-12-02 12:02:00",7
13868,"2011-12-02 16:32:00",7
14788,"2011-12-02 17:06:00",7
13297,"2011-12-02 09:32:00",7
18174,"2011-12-02 16:56:00",7
16103,"2011-12-02 14:16:00",7
13309,"2011-12-02 16:34:00",7
18055,"2011-12-02 14:25:00",7
13884,"2011-12-02 16:30:00",7
14688,"2011-12-02 12:26:00",7
18097,"2011-12-02 11:16:00",7
15144,"2011-12-01 15:12:00",8
17014,"2011-12-01 14:09:00",8
16496,"2011-12-01 10:31:00",8
17450,"2011-12-01 13:29:00",8
16938,"2011-12-01 10:20:00",8
14243,"2011-12-01 11:12:00",8
14766,"2011-12-01 16:05:00",8
14367,"2011-12-01 13:19:00",8
16839,"2011-12-01 09:03:00",8
17321,"2011-12-01 13:41:00",8
16119,"2011-12-01 15:11:00",8
15060,"2011-12-01 13:47:00",8
15172,"2011-12-01 11:51:00",8
16011,"2011-12-01 16:31:00",8
15951,"2011-12-01 08:34:00",8
12553,"2011-12-01 16:38:00",8
14309,"2011-12-01 13:33:00",8
12562,"2011-12-01 17:20:00",8
12572,"2011-12-01 09:20:00",8
15531,"2011-12-01 18:43:00",8
17576,"2011-12-01 17:56:00",8
15602,"2011-12-01 14:14:00",8
16813,"2011-12-01 14:03:00",8
14869,"2011-12-01 12:36:00",8
17768,"2011-12-01 13:22:00",8
12664,"2011-12-01 17:07:00",8
17381,"2011-12-01 11:59:00",8
17937,"2011-12-01 11:45:00",8
16701,"2011-12-01 11:10:00",8
14299,"2011-12-01 16:05:00",8
16789,"2011-12-01 15:12:00",8
14804,"2011-12-01 11:20:00",8
17566,"2011-12-01 19:54:00",8
16242,"2011-12-01 15:12:00",8
17115,"2011-12-01 14:30:00",8
14440,"2011-12-01 15:42:00",8
13509,"2011-12-01 10:10:00",8
17293,"2011-12-01 14:37:00",8
14659,"2011-12-01 12:17:00",8
14146,"2011-12-01 10:18:00",8
12901,"2011-12-01 10:07:00",8
12919,"2011-12-01 13:47:00",8
16169,"2011-12-01 15:28:00",8
16700,"2011-12-01 11:00:00",8
12951,"2011-12-01 12:14:00",8
12963,"2011-12-01 12:55:00",8
14262,"2011-12-01 14:17:00",8
14287,"2011-12-01 13:25:00",8
15434,"2011-12-01 13:33:00",8
14298,"2011-12-01 13:12:00",8
14178,"2011-12-01 12:01:00",8
14732,"2011-12-01 14:34:00",8
15862,"2011-12-01 13:28:00",8
15904,"2011-12-01 14:50:00",8
15373,"2011-12-01 15:05:00",8
13040,"2011-12-01 10:38:00",8
15993,"2011-12-01 10:45:00",8
13090,"2011-12-01 12:39:00",8
16145,"2011-12-01 10:33:00",8
14655,"2011-12-01 16:28:00",8
16966,"2011-12-01 13:40:00",8
14960,"2011-12-01 12:54:00",8
16156,"2011-12-01 12:42:00",8
18122,"2011-12-01 13:08:00",8
13159,"2011-12-01 11:20:00",8
15380,"2011-12-01 12:13:00",8
17426,"2011-12-01 18:07:00",8
15948,"2011-12-01 15:32:00",8
13854,"2011-12-01 09:06:00",8
15021,"2011-12-01 11:53:00",8
16376,"2011-12-01 11:38:00",8
14047,"2011-12-01 11:43:00",8
14289,"2011-12-01 11:44:00",8
17350,"2011-12-01 15:47:00",8
15028,"2011-12-01 14:06:00",8
15500,"2011-12-01 13:47:00",8
15687,"2011-12-01 08:33:00",8
18077,"2011-12-01 13:32:00",8
15101,"2011-12-01 10:18:00",8
16915,"2011-11-30 16:39:00",9
15654,"2011-11-30 13:08:00",9
13784,"2011-11-30 09:33:00",9
14618,"2011-11-30 13:45:00",9
15544,"2011-11-30 16:43:00",9
18230,"2011-11-30 13:22:00",9
12429,"2011-11-30 17:22:00",9
18058,"2011-11-30 08:38:00",9
18241,"2011-11-30 12:10:00",9
15024,"2011-11-30 12:06:00",9
12488,"2011-11-30 08:50:00",9
15414,"2011-11-30 09:50:00",9
15046,"2011-11-30 15:50:00",9
14540,"2011-11-30 10:15:00",9
12524,"2011-11-30 15:31:00",9
12528,"2011-11-30 14:40:00",9
14448,"2011-11-30 13:50:00",9
16062,"2011-11-30 12:15:00",9
15611,"2011-11-30 12:36:00",9
15467,"2011-11-30 14:17:00",9
12598,"2011-11-30 12:18:00",9
17736,"2011-11-30 15:36:00",9
15782,"2011-11-30 10:49:00",9
13658,"2011-11-30 10:13:00",9
12630,"2011-11-30 10:48:00",9
16115,"2011-11-30 11:32:00",9
18179,"2011-11-30 16:23:00",9
12714,"2011-11-30 15:43:00",9
15113,"2011-11-30 08:23:00",9
14062,"2011-11-30 10:04:00",9
15039,"2011-11-30 11:31:00",9
12787,"2011-11-30 08:44:00",9
18158,"2011-11-30 16:19:00",9
13647,"2011-11-30 12:00:00",9
15903,"2011-11-30 08:08:00",9
15152,"2011-11-30 12:32:00",9
14893,"2011-11-30 12:31:00",9
17737,"2011-11-30 15:16:00",9
12882,"2011-11-30 16:18:00",9
14755,"2011-11-30 11:24:00",9
15680,"2011-11-30 13:46:00",9
16712,"2011-11-30 13:48:00",9
12921,"2011-11-30 16:22:00",9
14432,"2011-11-30 08:04:00",9
16265,"2011-11-30 16:41:00",9
12953,"2011-11-30 09:24:00",9
12957,"2011-11-30 09:53:00",9
12966,"2011-11-30 12:38:00",9
15394,"2011-11-30 11:49:00",9
17502,"2011-11-30 13:13:00",9
16361,"2011-11-30 12:32:00",9
13012,"2011-11-30 13:05:00",9
15073,"2011-11-30 10:44:00",9
16657,"2011-11-30 11:48:00",9
14005,"2011-11-30 12:41:00",9
17288,"2011-11-30 16:09:00",9
15251,"2011-11-30 15:02:00",9
17911,"2011-11-30 14:52:00",9
14156,"2011-11-30 10:54:00",9
16295,"2011-11-30 08:17:00",9
13203,"2011-11-30 10:45:00",9
14963,"2011-11-30 12:16:00",9
14385,"2011-11-30 15:36:00",9
14713,"2011-11-30 16:26:00",9
13255,"2011-11-30 13:14:00",9
14258,"2011-11-30 15:27:00",9
16241,"2011-11-30 11:08:00",9
15444,"2011-11-30 17:37:00",9
13362,"2011-11-30 14:41:00",9
15712,"2011-11-30 14:09:00",9
12375,"2011-11-29 10:36:00",10
15218,"2011-11-29 11:48:00",10
14180,"2011-11-29 10:56:00",10
13429,"2011-11-29 09:10:00",10
14554,"2011-11-29 16:44:00",10
15783,"2011-11-29 09:50:00",10
13999,"2011-11-29 13:40:00",10
17101,"2011-11-29 13:57:00",10
14088,"2011-11-29 16:16:00",10
12451,"2011-11-29 08:40:00",10
12464,"2011-11-29 13:33:00",10
13576,"2011-11-29 15:34:00",10
18118,"2011-11-29 11:32:00",10
17711,"2011-11-29 11:40:00",10
14419,"2011-11-29 11:22:00",10
15619,"2011-11-29 08:14:00",10
16549,"2011-11-29 15:06:00",10
15615,"2011-11-29 14:42:00",10
13928,"2011-11-29 10:33:00",10
17466,"2011-11-29 13:15:00",10
12627,"2011-11-29 12:07:00",10
14667,"2011-11-29 11:30:00",10
16852,"2011-11-29 13:22:00",10
12654,"2011-11-29 10:10:00",10
12670,"2011-11-29 15:23:00",10
14349,"2011-11-29 15:39:00",10
12727,"2011-11-29 11:46:00",10
14961,"2011-11-29 09:42:00",10
14125,"2011-11-29 12:47:00",10
13428,"2011-11-29 14:20:00",10
14785,"2011-11-29 13:21:00",10
17306,"2011-11-29 12:14:00",10
12798,"2011-11-29 15:52:00",10
16775,"2011-11-29 15:22:00",10
15197,"2011-11-29 10:00:00",10
14866,"2011-11-29 11:45:00",10
15297,"2011-11-29 16:32:00",10
14550,"2011-11-29 12:12:00",10
15089,"2011-11-29 16:31:00",10
13657,"2011-11-29 12:32:00",10
17772,"2011-11-29 11:05:00",10
16818,"2011-11-29 10:41:00",10
14723,"2011-11-29 15:23:00",10
15239,"2011-11-29 14:14:00",10
13496,"2011-11-29 10:58:00",10
14701,"2011-11-29 12:38:00",10
13014,"2011-11-29 12:27:00",10
14321,"2011-11-29 09:47:00",10
13883,"2011-11-29 10:45:00",10
13068,"2011-11-29 15:00:00",10
