customer_id,total_spent,num_orders,avg_order_value
15769,88612.52,46,1926.3591304347826
14439,9443.039999999999,5,1888.6079999999997
14887,1862.0,1,1862.0
16240,3718.8,2,1859.4
12687,1858.91,1,1858.91
13340,22100.56,12,1841.7133333333334
16152,1829.04,1,1829.04
16751,1764.72,1,1764.72
16532,8756.64,5,1751.328
16380,1743.15,1,1743.15
13763,5217.4400000000005,3,1739.1466666666668
15947,1708.24,1,1708.24
16902,1706.88,1,1706.88
15786,8501.62,5,1700.324
12764,1693.88,1,1693.88
13135,3371.45,2,1685.725
12433,16794.14,10,1679.414
13734,6695.690000000001,4,1673.9225000000004
12385,1668.4,1,1668.4
17084,5001.21,3,1667.07
12911,1651.72,1,1651.72
12744,13158.16,8,1644.77
15310,1634.64,1,1634.64
12770,3246.45,2,1623.225
12931,92347.34,57,1620.1287719298246
17107,16052.720000000001,10,1605.2720000000002
12539,11186.75,7,1598.107142857143
13868,3192.54,2,1596.27
13850,1595.48,1,1595.48
12607,1579.51,1,1579.51
12451,12629.880000000001,8,1578.7350000000001
13337,1575.26,1,1575.26
12469,3070.54,2,1535.27
12731,25631.71,17,1507.7476470588235
12398,1435.66,1,1435.66
14935,2849.83,2,1424.915
12758,9903.24,7,1414.7485714285715
18139,8438.34,6,1406.39
12405,1390.39,1,1390.39
12653,4160.83,3,1386.9433333333334
13572,1384.25,1,1384.25
13802,26259.11,19,1382.0584210526315
15032,11010.05,8,1376.25625
13694,195640.69,143,1368.1167132867133
15413,6798.72,5,1359.7440000000001
14063,9471.5,7,1353.0714285714287
14899,1331.38,1,1331.38
14956,1325.0,1,1325.0
13328,1308.48,1,1308.48
14564,2605.62,2,1302.81
13316,12940.82,10,1294.0819999999999
15171,1289.5,1,1289.5
14258,32051.34,25,1282.0536
12806,2558.96,2,1279.48
12406,6390.360000000001,5,1278.0720000000001
17037,1267.32,1,1267.32
13373,7587.1900000000005,6,1264.5316666666668
12939,25264.8,20,1263.24
16180,16249.87,13,1249.99
12666,1248.42,1,1248.42
13334,6201.8,5,1240.3600000000001
12438,2466.85,2,1233.425
16772,3698.05,3,1232.6833333333334
12349,3678.6899999999996,3,1226.2299999999998
15004,1220.38,1,1220.38
17133,14622.33,12,1218.5275
16873,14617.39,12,1218.1158333333333
14866,20700.04,17,1217.649411764706
15077,2428.08,2,1214.04
14286,8479.76,7,1211.3942857142858
12739,2421.23,2,1210.615
16333,26626.8,22,1210.3090909090909
14160,8421.470000000001,7,1203.067142857143
12742,1201.52,1,1201.52
15341,2402.72,2,1201.36
14105,5988.83,5,1197.766
15480,3592.25,3,1197.4166666666667
17444,2389.1000000000004,2,1194.5500000000002
12611,1193.32,1,1193.32
14213,1192.2,1,1192.2
16501,1191.23,1,1191.23
12818,1182.0800000000002,1,1182.0800000000002
12625,4678.88,4,1169.72
15113,3509.04,3,1169.68
16800,1162.65,1,1162.65
14938,2322.43,2,1161.215
13124,4641.66,4,1160.415
16984,10350.53,9,1150.058888888889
13371,2297.66,2,1148.83
15676,3435.76,3,1145.2533333333333
15382,13733.55,12,1144.4624999999999
12769,1143.6,1,1143.6
17876,3424.02,3,1141.34
16281,3424.02,3,1141.34
16270,1141.24,1,1141.24
12830,6814.64,6,1135.7733333333333
16303,7928.27,7,1132.6100000000001
12700,4525.99,4,1131.4975
14607,22575.13,20,1128.7565
17857,25769.54,23,1120.4147826086958
13365,2225.37,2,1112.685
14298,91194.49,82,1112.1279268292683
15069,1109.53,1,1109.53
15559,1109.4,1,1109.4
15828,1108.82,1,1108.82
16182,9971.65,9,1107.961111111111
12397,2214.8999999999996,2,1107.4499999999998
12668,9906.03,9,1100.67
16732,4387.64,4,1096.91
16652,17550.39,16,1096.899375
15934,2190.66,2,1095.33
14212,2190.1400000000003,2,1095.0700000000002
15978,3279.42,3,1093.14
13853,1090.1399999999999,1,1090.1399999999999
17340,19617.95,18,1089.8861111111112
12432,4359.32,4,1089.83
16067,3269.11,3,1089.7033333333334
14145,7600.049999999999,7,1085.7214285714285
12354,1079.4,1,1079.4
15523,17259.19,16,1078.699375
13224,2152.95,2,1076.475
12714,12815.710000000001,12,1067.9758333333334
14062,25585.65,24,1066.0687500000001
14488,1064.28,1,1064.28
14411,1063.0,1,1063.0
16546,5307.07,5,1061.414
17727,1060.25,1,1060.25
16041,3166.4,3,1055.4666666666667
13881,45179.1,43,1050.6767441860466
13775,1049.66,1,1049.66
17474,1047.0,1,1047.0
16072,4180.09,4,1045.0225
15464,1044.65,1,1044.65
15151,2085.61,2,1042.805
16991,1041.21,1,1041.21
18026,2074.07,2,1037.035
16705,43515.051,42,1036.072642857143
16260,1035.45,1,1035.45
14936,12410.81,12,1034.2341666666666
16029,109620.87,106,1034.159150943396
16253,7222.2,7,1031.742857142857
13098,28882.44,28,1031.5157142857142
13235,1031.07,1,1031.07
15333,1028.56,1,1028.56
14016,11303.41,11,1027.5827272727272
13139,8202.98,8,1025.3725
14566,4092.0,4,1023.0
16210,33730.97,33,1022.1506060606062
12803,1017.81,1,1017.81
13225,16260.070000000002,16,1016.2543750000001
17197,1013.01,1,1013.01
12578,4026.4500000000003,4,1006.6125000000001
12754,3010.74,3,1003.5799999999999
15782,4014.1,4,1003.525
12446,1002.3100000000001,1,1002.3100000000001
14049,13023.4,13,1001.8
16698,1998.0,2,999.0
17044,11962.300000000001,12,996.8583333333335
15061,126387.56999999999,127,995.177716535433
15176,988.0400000000001,1,988.0400000000001
15531,1972.3899999999999,2,986.1949999999999
13093,54144.25,55,984.4409090909091
12534,981.18,1,981.18
14544,2938.5299999999997,3,979.5099999999999
12967,2938.52,3,979.5066666666667
17369,979.2,1,979.2
16126,14644.6,15,976.3066666666667
16993,1950.95,2,975.475
15251,20324.54,21,967.8352380952381
13204,966.6600000000001,1,966.6600000000001
15497,8657.39,9,961.9322222222222
13501,2885.11,3,961.7033333333334
14680,55688.5,58,960.1465517241379
14175,7678.88,8,959.86
12560,1918.01,2,959.005
18192,957.97,1,957.97
17381,36398.65,38,957.8592105263158
14733,14335.15,15,955.6766666666666
14875,2862.3999999999996,3,954.1333333333332
13680,11419.67,12,951.6391666666667
17829,4756.74,5,951.348
16636,3802.04,4,950.51
12767,949.82,1,949.82
15177,948.9300000000001,1,948.9300000000001
17672,5663.74,6,943.9566666666666
17553,3757.6,4,939.4
16320,5628.990000000001,6,938.1650000000001
17389,57215.33,61,937.9562295081968
12876,3751.79,4,937.9475
12356,5611.7300000000005,6,935.2883333333334
15980,6543.68,7,934.8114285714286
18133,931.5,1,931.5
14855,6520.3,7,931.4714285714286
12396,931.4300000000001,1,931.4300000000001
15123,4656.17,5,931.234
15228,5580.27,6,930.0450000000001
17949,107833.48,116,929.5989655172414
16917,1851.88,2,925.94
15817,2766.4,3,922.1333333333333
13934,922.1,1,922.1
17686,8296.81,9,921.8677777777777
12709,29487.18,32,921.474375
15576,921.37,1,921.37
17919,1840.32,2,920.16
14568,919.7,1,919.7
13075,919.61,1,919.61
12368,917.7,1,917.7
14015,917.34,1,917.34
12486,917.28,1,917.28
13952,12823.521,14,915.9657857142857
16216,914.9300000000001,1,914.9300000000001
14769,15512.460000000001,17,912.4976470588235
12585,1824.1,2,912.05
13505,3633.63,4,908.4075
13027,17239.2,19,907.3263157894737
14125,2720.63,3,906.8766666666667
14969,906.23,1,906.23
12766,8134.99,9,903.8877777777777
12380,7210.650000000001,8,901.3312500000001
15710,898.87,1,898.87
13375,1792.23,2,896.115
12503,896.0,1,896.0
15066,893.59,1,893.59
12374,2669.2200000000003,3,889.7400000000001
14737,3554.17,4,888.5425
12359,8873.39,10,887.3389999999999
14031,39019.51,44,886.8070454545455
12531,1771.2,2,885.6
17584,5309.42,6,884.9033333333333
15736,1767.12,2,883.56
16336,3517.6899999999996,4,879.4224999999999
14612,877.7,1,877.7
16276,2629.3900000000003,3,876.4633333333335
14930,5236.7300000000005,6,872.7883333333334
12801,871.82,1,871.82
12425,1741.41,2,870.705
18087,13908.720000000001,16,869.2950000000001
14756,2603.76,3,867.9200000000001
17317,2600.34,3,866.7800000000001
12473,2585.73,3,861.91
12456,2581.04,3,860.3466666666667
15296,10323.03,12,860.2525
13339,860.12,1,860.12
18008,19759.079999999998,23,859.0904347826087
17161,856.01,1,856.01
12449,4274.89,5,854.9780000000001
12705,11114.1,13,854.9307692307692
16398,1705.8000000000002,2,852.9000000000001
12762,1702.52,2,851.26
17728,4238.76,5,847.7520000000001
14245,1693.45,2,846.725
13815,6737.74,8,842.2175
18079,4203.93,5,840.7860000000001
12543,840.25,1,840.25
13344,2511.69,3,837.23
12371,3347.38,4,836.845
15832,836.79,1,836.79
15265,3345.64,4,836.41
12424,3340.0299999999997,4,835.0074999999999
15190,834.4399999999999,1,834.4399999999999
12903,833.5300000000001,1,833.5300000000001
12865,3323.4700000000003,4,830.8675000000001
16131,9957.42,12,829.785
16494,826.53,1,826.53
12550,824.83,1,824.83
13893,821.1,1,821.1
13612,818.29,1,818.29
13151,2454.71,3,818.2366666666667
15808,17180.25,21,818.1071428571429
15050,4087.19,5,817.438
12444,4085.46,5,817.092
12377,3266.32,4,816.58
18092,14693.720000000001,18,816.3177777777778
14164,1631.77,2,815.885
15332,4892.68,6,815.4466666666667
13777,49638.26,61,813.7419672131148
12482,21941.72,27,812.6562962962963
17353,3242.0,4,810.5
15640,23459.510000000002,29,808.9486206896553
14154,6460.7,8,807.5875
16101,3229.16,4,807.29
17814,1609.37,2,804.685
12847,1609.0,2,804.5
16940,6427.66,8,803.4575
12428,6405.26,8,800.6575
13869,7996.87,10,799.687
12514,1597.7600000000002,2,798.8800000000001
12597,3195.2200000000003,4,798.8050000000001
15482,14377.36,18,798.7422222222223
15665,3987.0699999999997,5,797.414
16258,11942.52,15,796.168
15502,9542.92,12,795.2433333333333
13336,795.12,1,795.12
12713,794.55,1,794.55
17082,4732.030000000001,6,788.6716666666667
14557,788.38,1,788.38
12481,11033.51,14,788.1078571428571
12472,14971.29,19,787.9626315789474
14146,9450.3,12,787.525
12505,787.2,1,787.2
15614,3147.36,4,786.84
17416,17298.45,22,786.2931818181819
16609,5493.46,7,784.78
13615,6272.53,8,784.06625
17354,3133.96,4,783.49
17139,19566.76,25,782.6704
17145,3120.91,4,780.2275
17409,7793.51,10,779.351
16958,778.49,1,778.49
16505,777.6,1,777.6
16938,6995.360000000001,9,777.2622222222222
13341,775.85,1,775.85
15484,4652.1,6,775.35
12980,16245.78,21,773.6085714285715
15075,773.03,1,773.03
15067,3862.8799999999997,5,772.5759999999999
13362,5394.07,7,770.5814285714285
12965,769.8100000000001,1,769.8100000000001
16480,769.29,1,769.29
13356,768.24,1,768.24
15946,2304.18,3,768.06
17589,13806.27,18,767.015
14442,5367.02,7,766.7171428571429
16491,1533.16,2,766.58
14101,9961.93,13,766.3023076923077
14567,1530.3600000000001,2,765.1800000000001
16244,1522.75,2,761.375
12749,6847.360000000001,9,760.8177777777778
17509,6083.639999999999,8,760.4549999999999
13357,3795.01,5,759.0020000000001
13791,1516.0,2,758.0
14828,9839.46,13,756.8815384615384
13523,4534.57,6,755.7616666666667
17977,1511.4499999999998,2,755.7249999999999
12784,1511.1499999999999,2,755.5749999999999
15513,26437.05,35,755.3442857142857
16262,755.15,1,755.15
13370,754.87,1,754.87
18104,754.64,1,754.64
12772,752.47,1,752.47
13814,2257.3199999999997,3,752.4399999999999
15372,6017.0599999999995,8,752.1324999999999
13735,9762.77,13,750.9823076923077
13635,2999.16,4,749.79
14923,749.1,1,749.1
13407,2244.7,3,748.2333333333332
13458,11959.27,16,747.454375
17625,5978.9,8,747.3625
14961,16410.15,22,745.9159090909092
15903,8939.84,12,744.9866666666667
13354,743.53,1,743.53
14565,3709.2200000000003,5,741.844
14134,11123.35,15,741.5566666666667
15494,3702.6,5,740.52
13253,2951.1099999999997,4,737.7774999999999
12633,5156.16,7,736.5942857142857
17593,8092.32,11,735.6654545454545
16563,4412.56,6,735.4266666666667
13286,734.91,1,734.91
12882,1463.04,2,731.52
16308,5120.0,7,731.4285714285714
12429,5842.41,8,730.30125
14911,272252.79,373,729.9002412868632
18163,728.84,1,728.84
13001,24042.65,33,728.5651515151516
12917,4359.2,6,726.5333333333333
13377,1452.88,2,726.44
13361,1450.5,2,725.25
18187,724.89,1,724.89
13174,7972.46,11,724.7690909090909
15876,1449.1399999999999,2,724.5699999999999
18055,10142.64,14,724.4742857142857
13264,722.5600000000001,1,722.5600000000001
13583,1445.031,2,722.5155
15505,3610.96,5,722.192
15791,3608.34,5,721.668
13543,1439.6100000000001,2,719.8050000000001
16088,1437.4299999999998,2,718.7149999999999
13604,717.62,1,717.62
16269,717.57,1,717.57
16275,2151.11,3,717.0366666666667
16716,2149.6800000000003,3,716.5600000000001
12567,10741.48,15,716.0986666666666
12656,5723.83,8,715.47875
12669,1427.73,2,713.865
12761,712.95,1,712.95
17761,712.78,1,712.78
15950,7120.91,10,712.091
13517,2128.42,3,709.4733333333334
12643,7803.820000000001,11,709.4381818181819
15125,17024.87,24,709.3695833333333
12485,708.1,1,708.1
12453,707.09,1,707.09
14842,2824.69,4,706.1725
12949,15526.7,22,705.7590909090909
15444,1411.21,2,705.605
16854,1408.96,2,704.48
17722,3520.2200000000003,5,704.0440000000001
13629,13370.86,19,703.7294736842106
12730,703.25,1,703.25
17428,31466.760000000002,45,699.2613333333334
17338,11880.54,17,698.8552941176471
13448,8386.220000000001,12,698.8516666666668
12613,6277.370000000001,9,697.4855555555556
17597,3484.09,5,696.818
14676,8356.789999999999,12,696.3991666666666
15322,1390.8600000000001,2,695.4300000000001
14121,2780.15,4,695.0375
15995,694.54,1,694.54
13849,3469.3,5,693.86
18194,4162.04,6,693.6733333333333
13461,4160.0,6,693.3333333333334
12480,4834.85,7,690.6928571428572
15150,8977.94,13,690.6107692307693
14426,11727.94,17,689.8788235294118
12358,3447.07,5,689.414
15673,6204.32,9,689.3688888888888
12886,1378.4,2,689.2
16795,2062.4100000000003,3,687.4700000000001
15485,4810.92,7,687.2742857142857
14045,10986.63,16,686.664375
13798,75428.87,110,685.717
13381,8224.369999999999,12,685.3641666666666
12476,12319.91,18,684.4394444444445
13555,8891.84,13,683.9876923076923
14222,683.17,1,683.17
18082,680.84,1,680.84
14934,3403.5,5,680.7
13396,1360.99,2,680.495
12627,4082.5299999999997,6,680.4216666666666
16646,678.8,1,678.8
13425,3390.4300000000003,5,678.086
12873,2027.3,3,675.7666666666667
13325,675.3,1,675.3
13355,674.7,1,674.7
12637,8085.81,12,673.8175
12646,1346.97,2,673.485
13696,2020.4,3,673.4666666666667
13707,3365.8599999999997,5,673.1719999999999
13639,1346.27,2,673.135
15398,1345.5300000000002,2,672.7650000000001
16669,1344.48,2,672.24
17499,1341.3899999999999,2,670.6949999999999
12615,5362.9800000000005,8,670.3725000000001
14844,6702.43,10,670.243
12957,8706.97,13,669.766923076923
13658,6025.5,9,669.5
13178,14059.19,21,669.4852380952382
12786,668.5,1,668.5
13941,10027.18,15,668.4786666666666
13895,4008.5200000000004,6,668.0866666666667
12612,668.04,1,668.04
16013,56078.44,84,667.6004761904762
15065,3326.86,5,665.3720000000001
17716,15956.97,24,664.87375
15146,1327.16,2,663.58
14535,5961.89,9,662.4322222222222
13864,662.4000000000001,1,662.4000000000001
14918,5955.81,9,661.7566666666667
12626,5954.4800000000005,9,661.6088888888889
14257,5954.45,9,661.6055555555555
14895,25119.54,38,661.0405263157895
14603,660.0,1,660.0
14329,9887.62,15,659.1746666666667
13622,658.95,1,658.95
13031,3292.84,5,658.568
18204,1975.35,3,658.4499999999999
14921,1316.07,2,658.035
16708,656.63,1,656.63
12635,2624.41,4,656.1025
13644,2624.26,4,656.065
13209,8509.51,13,654.5776923076924
16377,1308.48,2,654.24
17706,20272.15,31,653.9403225806452
14431,2614.2,4,653.55
15416,4572.82,7,653.26
16191,15677.820000000002,24,653.2425000000001
15813,1303.9099999999999,2,651.9549999999999
13840,651.4,1,651.4
15057,3255.96,5,651.192
16056,650.75,1,650.75
15159,22116.73,34,650.4920588235294
15826,2598.28,4,649.57
14014,1948.2099999999998,3,649.4033333333333
17677,35058.46,54,649.2307407407408
12468,3238.74,5,647.7479999999999
15478,1940.98,3,646.9933333333333
16709,9056.01,14,646.8578571428571
17735,16790.33,26,645.7819230769231
14418,1937.25,3,645.75
14619,1291.24,2,645.62
17396,8391.6,13,645.5076923076923
13451,7088.92,11,644.4472727272728
16608,1286.62,2,643.31
13237,643.0,1,643.0
16440,3856.9700000000003,6,642.8283333333334
16019,17329.16,27,641.8207407407407
12916,4479.73,7,639.9614285714285
16036,2556.84,4,639.21
13206,8308.19,13,639.0915384615384
14490,1273.47,2,636.735
13771,5728.82,9,636.5355555555556
17478,1272.8000000000002,2,636.4000000000001
16222,1272.0500000000002,2,636.0250000000001
16534,635.9,1,635.9
12455,5722.95,9,635.8833333333333
12725,1906.76,3,635.5866666666667
14250,1904.05,3,634.6833333333333
16279,5698.280000000001,9,633.1422222222222
16327,10129.04,16,633.065
12658,632.05,1,632.05
13157,5687.360000000001,9,631.928888888889
17985,631.35,1,631.35
12621,22097.2,35,631.3485714285714
15248,1893.93,3,631.3100000000001
16584,3156.17,5,631.234
17138,4417.27,7,631.0385714285715
12901,17654.54,28,630.5192857142857
13689,1259.5,2,629.75
14474,1258.8899999999999,2,629.4449999999999
13518,627.16,1,627.16
12461,626.88,1,626.88
14036,626.65,1,626.65
13471,2501.84,4,625.46
14505,11873.08,19,624.8989473684211
15727,9371.710000000001,15,624.7806666666668
17594,2497.88,4,624.47
13297,4368.62,7,624.0885714285714
15147,623.5,1,623.5
18286,1246.43,2,623.215
13692,3114.4,5,622.88
15704,3734.6600000000003,6,622.4433333333334
13198,4974.2300000000005,8,621.7787500000001
17426,8077.77,13,621.3669230769231
15856,32274.69,52,620.6671153846154
17529,1240.25,2,620.125
13507,2479.1600000000003,4,619.7900000000001
12985,1239.38,2,619.69
14305,1858.96,3,619.6533333333333
16779,32809.03,53,619.0383018867924
16613,618.59,1,618.59
13488,14205.960000000001,23,617.6504347826087
12484,5557.1,9,617.4555555555556
15299,5556.53,9,617.3922222222222
16527,1232.94,2,616.47
18080,1231.5,2,615.75
14700,3076.06,5,615.212
12347,4921.53,8,615.19125
15275,615.14,1,615.14
12857,3688.0,6,614.6666666666666
17937,4301.22,7,614.46
12950,1843.0,3,614.3333333333334
17669,6142.35,10,614.235
16102,1842.14,3,614.0466666666667
14038,3069.88,5,613.976
13758,8595.289999999999,14,613.9492857142857
12603,613.1999999999999,1,613.1999999999999
12537,612.94,1,612.94
17015,1838.61,3,612.87
16116,612.78,1,612.78
12681,26936.760000000002,44,612.199090909091
12533,1223.89,2,611.945
17204,5504.6900000000005,9,611.6322222222223
16922,611.08,1,611.08
17132,1220.9099999999999,2,610.4549999999999
15379,4877.84,8,609.73
15678,1825.94,3,608.6466666666666
15390,1216.66,2,608.33
13384,6680.83,11,607.3481818181818
12711,1213.05,2,606.525
13918,1212.8400000000001,2,606.4200000000001
16653,1212.6599999999999,2,606.3299999999999
12733,2424.02,4,606.005
16053,3634.84,6,605.8066666666667
13562,4838.18,8,604.7725
13878,2416.9,4,604.225
12707,603.42,1,603.42
18264,603.25,1,603.25
14893,1809.6100000000001,3,603.2033333333334
16022,602.63,1,602.63
12867,7829.26,13,602.2507692307693
12360,3612.89,6,602.1483333333333
12540,19250.49,32,601.5778125
16718,3006.08,5,601.216
13329,4808.77,8,601.09625
14254,601.03,1,601.03
12426,1201.21,2,600.605
17160,10209.16,17,600.5388235294117
12420,600.39,1,600.39
15939,9004.84,15,600.3226666666667
12502,2995.87,5,599.174
12629,1198.22,2,599.11
18235,1796.48,3,598.8266666666667
13015,6579.78,11,598.1618181818181
16812,2392.0,4,598.0
14382,1193.63,2,596.815
15631,596.67,1,596.67
15093,13702.380000000001,23,595.7556521739131
16012,2978.59,5,595.7180000000001
13988,4757.8,8,594.725
17311,3566.56,6,594.4266666666666
15929,594.0,1,594.0
15442,594.0,1,594.0
18060,1185.46,2,592.73
17815,591.96,1,591.96
17156,591.87,1,591.87
16736,2956.56,5,591.312
13526,1182.0,2,591.0
14503,3543.26,6,590.5433333333334
18287,4132.99,7,590.4271428571428
13270,590.0,1,590.0
16345,1178.79,2,589.395
13958,4709.23,8,588.65375
14051,21770.98,37,588.4048648648649
14295,2352.91,4,588.2275
15034,8231.2,14,587.9428571428572
16083,2351.42,4,587.855
13338,2345.62,4,586.405
13324,10513.47,18,584.0816666666666
12906,2919.81,5,583.962
16358,2919.6500000000005,5,583.9300000000001
13107,5253.07,9,583.6744444444444
16001,583.39,1,583.39
16100,582.64,1,582.64
17099,582.17,1,582.17
14261,1163.45,2,581.725
17004,2324.36,4,581.09
13055,2321.11,4,580.2775
13459,1160.4099999999999,2,580.2049999999999
15088,1160.0700000000002,2,580.0350000000001
13908,2319.55,4,579.8875
14742,579.85,1,579.85
13162,9275.49,16,579.718125
14766,6375.73,11,579.6118181818182
15588,579.6,1,579.6
17032,2896.69,5,579.338
17400,4623.28,8,577.91
17242,2889.2799999999997,5,577.856
15023,11555.5,20,577.775
14400,1732.47,3,577.49
12840,4041.9700000000003,7,577.4242857142857
12759,4618.74,8,577.3425
14367,9227.82,16,576.73875
14292,9226.25,16,576.640625
15245,4610.84,8,576.355
15179,7491.92,13,576.3015384615385
12524,9794.11,17,576.1241176470588
15830,576.0,1,576.0
14251,2879.7,5,575.9399999999999
14387,1727.6,3,575.8666666666667
13851,4606.46,8,575.8075
12517,2301.6,4,575.4
12859,575.1,1,575.1
16360,3450.41,6,575.0683333333333
14304,1725.01,3,575.0033333333333
14005,2874.72,5,574.944
13654,6308.0,11,573.4545454545455
16766,1145.6,2,572.8
13424,572.77,1,572.77
17508,4579.23,8,572.40375
13179,572.3100000000001,1,572.3100000000001
12516,2288.62,4,572.155
17477,1144.3,2,572.15
17865,26310.09,46,571.9584782608696
16422,61728.87,108,571.5636111111112
12439,1142.88,2,571.44
13665,1711.6599999999999,3,570.5533333333333
14554,2279.49,4,569.8725
12689,1139.6100000000001,2,569.8050000000001
14004,6258.45,11,568.9499999999999
13090,13076.74,23,568.5539130434782
15369,6251.26,11,568.2963636363637
15498,24972.86,44,567.565
14685,4536.64,8,567.08
12699,566.11,1,566.11
15734,2263.3,4,565.825
17694,1695.97,3,565.3233333333334
12370,3956.5599999999995,7,565.222857142857
17622,1130.21,2,565.105
14290,4516.56,8,564.57
16671,1692.27,3,564.09
14671,1127.45,2,563.725
13722,5635.41,10,563.5409999999999
13294,1689.53,3,563.1766666666666
18259,3941.9,7,563.1285714285715
17665,563.1,1,563.1
17195,562.98,1,562.98
15764,4503.08,8,562.885
17970,562.79,1,562.79
14917,1123.75,2,561.875
16003,5613.83,10,561.383
15797,2806.08,5,561.216
16656,16833.170000000002,30,561.1056666666667
13285,3364.59,6,560.765
15655,560.6700000000001,1,560.6700000000001
15629,2240.9,4,560.225
13800,1679.56,3,559.8533333333334
15538,3358.4,6,559.7333333333333
15415,559.61,1,559.61
16843,19571.43,35,559.1837142857142
15321,6709.73,12,559.1441666666666
14903,2795.33,5,559.066
12870,1676.95,3,558.9833333333333
16108,2235.92,4,558.98
14831,1676.5700000000002,3,558.8566666666667
13089,113416.91,203,558.7039901477833
12513,558.29,1,558.29
17183,3347.3100000000004,6,557.8850000000001
13260,557.62,1,557.62
16265,6685.17,12,557.0975
18093,4452.71,8,556.58875
17788,1112.95,2,556.475
17203,5564.09,10,556.409
18178,6103.740000000001,11,554.8854545454546
12694,1663.35,3,554.4499999999999
13091,1108.8,2,554.4
14655,3878.51,7,554.0728571428572
15311,114671.42,207,553.9682125603865
12631,3321.57,6,553.595
13953,6640.68,12,553.39
14639,4978.96,9,553.2177777777778
17407,552.9,1,552.9
15476,2209.98,4,552.495
17016,552.4,1,552.4
15674,6613.52,12,551.1266666666667
14952,17629.350000000002,32,550.9171875000001
17291,550.8000000000001,1,550.8000000000001
16341,3850.79,7,550.1128571428571
13115,5494.7,10,549.47
16111,549.33,1,549.33
12589,3294.91,6,549.1516666666666
15200,549.0500000000001,1,549.0500000000001
16536,548.12,1,548.12
17520,546.81,1,546.81
18188,3280.59,6,546.765
15389,2733.8,5,546.76
17806,546.04,1,546.04
12478,545.99,1,545.99
12521,545.6800000000001,1,545.6800000000001
17365,8179.45,15,545.2966666666666
18207,544.47,1,544.47
13390,544.08,1,544.08
16283,4348.62,8,543.5775
16223,1087.0500000000002,2,543.5250000000001
15763,1086.92,2,543.46
14759,1625.97,3,541.99
13154,1624.8400000000001,3,541.6133333333333
13363,1623.8600000000001,3,541.2866666666667
15944,2164.24,4,541.06
14937,1621.8799999999999,3,540.6266666666667
14422,10271.52,19,540.6063157894737
12813,1621.8000000000002,3,540.6
12819,540.52,1,540.52
17059,4864.57,9,540.5077777777777
13744,1080.52,2,540.26
12394,1080.48,2,540.24
13726,1079.66,2,539.83
15546,1079.1,2,539.55
16379,2157.4,4,539.35
18173,2696.36,5,539.272
17366,1077.24,2,538.62
18223,14000.85,26,538.4942307692307
15539,538.46,1,538.46
13961,538.4,1,538.4
13607,1075.81,2,537.905
17675,37642.48,70,537.7497142857143
17567,4838.08,9,537.5644444444445
15834,3761.89,7,537.4128571428571
15874,11284.76,21,537.3695238095238
17272,2148.63,4,537.1575
16860,1610.6200000000001,3,536.8733333333333
16767,8052.41,15,536.8273333333333
18140,536.41,1,536.41
13467,1071.9099999999999,2,535.9549999999999
14920,1607.17,3,535.7233333333334
16142,535.34,1,535.34
16081,4278.96,8,534.87
13385,534.57,1,534.57
17443,534.24,1,534.24
15281,8543.57,16,533.973125
16785,533.78,1,533.78
15825,532.94,1,532.94
12475,1065.6399999999999,2,532.8199999999999
14885,1598.12,3,532.7066666666666
17277,1065.35,2,532.675
17853,1596.29,3,532.0966666666667
