customer_id,total_invoices,total_revenue,customer_type
13075,1,919.61,Single Purchase
13076,1,135.4,Single Purchase
13077,11,2740.65,Repeat Customer
13078,57,29018.06,Repeat Customer
13079,6,419.18,Repeat Customer
13080,4,280.73,Repeat Customer
13081,28,56838.37,Repeat Customer
13082,21,7335.75,Repeat Customer
13083,3,395.43,Repeat Customer
13084,1,122.39999999999999,Single Purchase
13085,8,2433.28,Repeat Customer
13086,1,439.33000000000004,Single Purchase
13087,1,313.64,Single Purchase
13088,1,236.11,Single Purchase
13089,203,113416.91,Repeat Customer
13090,23,13076.74,Repeat Customer
13091,2,1108.8,Repeat Customer
13092,12,2140.28,Repeat Customer
13093,55,54144.25,Repeat Customer
13094,13,2209.44,Repeat Customer
13095,1,74.39999999999999,Single Purchase
13096,1,419.7000000000001,Single Purchase
13097,27,13015.36,Repeat Customer
13098,28,28882.44,Repeat Customer
13099,1,207.36,Single Purchase
13101,4,695.4,Repeat Customer
13102,37,11380.1,Repeat Customer
13103,3,709.64,Repeat Customer
13104,9,1709.1,Repeat Customer
13105,1,72.0,Single Purchase
13106,2,603.46,Repeat Customer
13107,9,5253.07,Repeat Customer
13108,2,748.46,Repeat Customer
13109,3,1134.03,Repeat Customer
13110,12,2957.4700000000003,Repeat Customer
13111,1,321.88,Single Purchase
13112,1,20.599999999999998,Single Purchase
13113,37,18230.07,Repeat Customer
13114,1,234.38,Single Purchase
13115,10,5494.7,Repeat Customer
13116,1,501.14,Single Purchase
13117,18,2255.66,Repeat Customer
13118,9,2415.41,Repeat Customer
13119,1,134.9,Single Purchase
13120,1,30.6,Single Purchase
13121,1,283.73,Single Purchase
13122,2,922.39,Repeat Customer
13123,2,506.75,Repeat Customer
13124,4,4641.66,Repeat Customer
13125,1,148.62,Single Purchase
13126,13,3774.81,Repeat Customer
13127,1,259.17,Single Purchase
13128,1,263.5,Single Purchase
13129,2,233.25,Repeat Customer
13130,1,64.0,Single Purchase
13131,7,3313.77,Repeat Customer
13132,1,77.3,Single Purchase
13133,3,200.45,Repeat Customer
13134,6,2475.23,Repeat Customer
13135,2,3371.45,Repeat Customer
13136,13,6274.56,Repeat Customer
13137,16,7586.94,Repeat Customer
13138,7,1274.01,Repeat Customer
13139,8,8202.98,Repeat Customer
13140,5,1054.92,Repeat Customer
13141,17,7656.08,Repeat Customer
13142,1,307.09000000000003,Single Purchase
13143,1,405.1,Single Purchase
13144,2,135.35,Repeat Customer
13145,7,1128.52,Repeat Customer
13146,1,228.91,Single Purchase
13147,4,712.8,Repeat Customer
13148,26,8488.32,Repeat Customer
13149,4,1676.06,Repeat Customer
13150,3,449.96999999999997,Repeat Customer
