invoice_no,invoice_date,customer_id
489640,2009-12-01 16:17:00,17345
489641,2009-12-01 16:18:00,13819
489644,2009-12-01 16:30:00,15808
489645,2009-12-01 16:34:00,17191
489650,2009-12-01 16:44:00,13748
489652,2009-12-01 17:08:00,15265
489654,2009-12-01 17:19:00,15750
489656,2009-12-01 17:28:00,17428
489657,2009-12-01 17:28:00,17428
489658,2009-12-01 17:31:00,15485
489661,2009-12-01 17:45:00,17246
489662,2009-12-01 17:50:00,15485
489664,2009-12-01 18:03:00,14061
489665,2009-12-01 18:07:00,14108
489666,2009-12-01 18:13:00,13648
489667,2009-12-01 18:35:00,16563
489668,2009-12-01 19:19:00,16701
489669,2009-12-02 08:15:00,12842
489670,2009-12-02 08:16:00,14302
489671,2009-12-02 08:58:00,14135
489672,2009-12-02 09:21:00,14831
489673,2009-12-02 09:23:00,14831
489674,2009-12-02 09:35:00,15602
489675,2009-12-02 09:47:00,13777
489676,2009-12-02 09:49:00,13777
489677,2009-12-02 09:50:00,14000
489678,2009-12-02 09:57:00,16823
489679,2009-12-02 10:00:00,16163
489680,2009-12-02 10:02:00,17193
489681,2009-12-02 10:02:00,17998
489682,2009-12-02 10:08:00,15759
489683,2009-12-02 10:09:00,16131
489684,2009-12-02 10:15:00,14560
489687,2009-12-02 10:41:00,17087
489688,2009-12-02 10:42:00,14894
489695,2009-12-02 10:48:00,16202
489699,2009-12-02 10:51:00,16700
489702,2009-12-02 10:52:00,17511
489705,2009-12-02 10:52:00,16700
489723,2009-12-02 10:58:00,14299
489725,2009-12-02 11:07:00,17949
489726,2009-12-02 11:07:00,17949
489727,2009-12-02 11:09:00,17949
489728,2009-12-02 11:18:00,14799
489733,2009-12-02 11:20:00,15311
489743,2009-12-02 11:24:00,16550
489748,2009-12-02 11:26:00,12980
489764,2009-12-02 11:31:00,14425
489765,2009-12-02 11:33:00,15353
489766,2009-12-02 11:34:00,17818
489780,2009-12-02 11:43:00,13654
489782,2009-12-02 11:45:00,17189
489783,2009-12-02 11:47:00,13269
489784,2009-12-02 11:48:00,13269
489785,2009-12-02 11:51:00,14653
489786,2009-12-02 11:52:00,17019
489787,2009-12-02 11:53:00,15542
489788,2009-12-02 11:55:00,13564
489789,2009-12-02 11:59:00,15833
489790,2009-12-02 11:59:00,16467
489791,2009-12-02 12:06:00,15542
489792,2009-12-02 12:06:00,14527
489793,2009-12-02 12:09:00,17476
489794,2009-12-02 12:13:00,15287
489795,2009-12-02 12:13:00,14440
489796,2009-12-02 12:15:00,15680
489797,2009-12-02 12:19:00,15581
489798,2009-12-02 12:22:00,13740
489800,2009-12-02 12:26:00,17768
489801,2009-12-02 12:28:00,12948
489802,2009-12-02 12:32:00,15581
489804,2009-12-02 12:38:00,14667
489805,2009-12-02 12:39:00,17377
489807,2009-12-02 12:43:00,15581
489808,2009-12-02 12:44:00,14467
489809,2009-12-02 12:46:00,13457
489810,2009-12-02 12:47:00,18108
489811,2009-12-02 12:54:00,16210
489812,2009-12-02 13:00:00,17377
489814,2009-12-02 13:06:00,14669
489815,2009-12-02 13:10:00,17909
489816,2009-12-02 13:20:00,16086
489817,2009-12-02 13:22:00,16711
489818,2009-12-02 13:23:00,16233
489819,2009-12-02 13:23:00,14739
489822,2009-12-02 13:26:00,14204
489823,2009-12-02 13:32:00,17606
489824,2009-12-02 13:33:00,16797
489825,2009-12-02 13:34:00,16126
489826,2009-12-02 13:39:00,17867
489827,2009-12-02 13:51:00,17412
489829,2009-12-02 13:53:00,16525
489830,2009-12-02 13:57:00,13623
489831,2009-12-02 13:58:00,12435
489832,2009-12-02 14:06:00,14549
489833,2009-12-02 14:09:00,14980
489834,2009-12-02 14:09:00,14106
489835,2009-12-02 14:15:00,15061
489837,2009-12-02 14:21:00,14396
489840,2009-12-02 14:22:00,14122
489855,2009-12-02 14:34:00,16987
489862,2009-12-02 14:52:00,17809
489863,2009-12-02 14:55:00,15917
489864,2009-12-02 14:56:00,14987
489865,2009-12-02 15:01:00,14080
489866,2009-12-02 15:04:00,16200
489868,2009-12-02 15:10:00,15794
489869,2009-12-02 15:15:00,16200
489870,2009-12-02 15:16:00,15523
489871,2009-12-02 15:17:00,15523
489872,2009-12-02 15:28:00,15615
489873,2009-12-02 15:29:00,15615
489874,2009-12-02 15:38:00,18001
489875,2009-12-02 15:41:00,17841
489876,2009-12-02 15:44:00,15917
489877,2009-12-02 15:44:00,13089
489878,2009-12-02 15:51:00,15989
489879,2009-12-02 16:02:00,17660
489880,2009-12-02 16:18:00,13313
489883,2009-12-02 16:24:00,12437
489884,2009-12-02 16:24:00,13313
489888,2009-12-02 16:49:00,14841
489889,2009-12-02 16:52:00,14646
489890,2009-12-02 16:53:00,14646
489891,2009-12-02 16:59:00,15482
489893,2009-12-02 17:06:00,16156
489894,2009-12-02 17:18:00,17716
489895,2009-12-03 07:25:00,12779
489896,2009-12-03 07:57:00,13611
489897,2009-12-03 09:10:00,15255
489900,2009-12-03 09:44:00,14771
489902,2009-12-03 09:52:00,14838
489904,2009-12-03 10:02:00,13979
489905,2009-12-03 10:03:00,13800
489906,2009-12-03 10:16:00,14483
489907,2009-12-03 10:17:00,14915
489908,2009-12-03 10:20:00,16301
489909,2009-12-03 10:20:00,13753
489910,2009-12-03 10:23:00,15482
489912,2009-12-03 10:26:00,13931
489913,2009-12-03 10:28:00,13931
489914,2009-12-03 10:28:00,12921
489915,2009-12-03 10:37:00,17035
489916,2009-12-03 10:37:00,15194
489932,2009-12-03 10:49:00,14347
489935,2009-12-03 10:51:00,12934
489994,2009-12-03 11:09:00,15291
489996,2009-12-03 11:10:00,17209
489998,2009-12-03 11:19:00,15658
489999,2009-12-03 11:25:00,17314
490000,2009-12-03 11:34:00,17155
490001,2009-12-03 11:45:00,15965
490002,2009-12-03 11:46:00,17322
490003,2009-12-03 11:51:00,16159
490004,2009-12-03 11:53:00,14051
490005,2009-12-03 11:57:00,13993
490006,2009-12-03 12:02:00,17411
490008,2009-12-03 12:10:00,15768
490009,2009-12-03 12:13:00,12835
490010,2009-12-03 12:15:00,15061
490011,2009-12-03 12:27:00,16918
490012,2009-12-03 12:27:00,15179
490013,2009-12-03 12:27:00,17069
490014,2009-12-03 12:28:00,15466
490017,2009-12-03 12:31:00,14159
490018,2009-12-03 12:31:00,17940
490019,2009-12-03 12:34:00,17581
490020,2009-12-03 12:36:00,17581
490021,2009-12-03 12:36:00,17581
490022,2009-12-03 12:37:00,17581
490023,2009-12-03 12:38:00,16168
490024,2009-12-03 12:40:00,14606
490034,2009-12-03 12:45:00,17287
490045,2009-12-03 12:50:00,17287
490046,2009-12-03 13:02:00,13416
490047,2009-12-03 13:02:00,17913
490048,2009-12-03 13:03:00,16779
490049,2009-12-03 13:04:00,15794
490050,2009-12-03 13:05:00,17913
490052,2009-12-03 13:09:00,13895
490053,2009-12-03 13:17:00,14057
490054,2009-12-03 13:22:00,17017
490056,2009-12-03 13:25:00,13208
490057,2009-12-03 13:25:00,17465
490058,2009-12-03 13:26:00,17465
490059,2009-12-03 13:30:00,18102
490060,2009-12-03 13:32:00,13468
490061,2009-12-03 13:42:00,18102
490062,2009-12-03 13:46:00,13485
490063,2009-12-03 13:49:00,17271
490064,2009-12-03 13:51:00,16139
490065,2009-12-03 13:58:00,15061
490066,2009-12-03 14:00:00,15953
490067,2009-12-03 14:02:00,15856
490068,2009-12-03 14:06:00,13085
490069,2009-12-03 14:07:00,13085
490070,2009-12-03 14:07:00,14967
490071,2009-12-03 14:11:00,16497
490072,2009-12-03 14:28:00,17764
490073,2009-12-03 14:36:00,14905
490075,2009-12-03 14:42:00,18229
490077,2009-12-03 15:09:00,17293
490078,2009-12-03 15:09:00,17853
490079,2009-12-03 15:15:00,15550
490080,2009-12-03 15:20:00,13531
490081,2009-12-03 15:32:00,13786
490082,2009-12-03 15:34:00,14952
490083,2009-12-03 15:35:00,14031
490085,2009-12-03 15:43:00,12937
490086,2009-12-03 15:48:00,17949
490087,2009-12-03 15:49:00,15601
490088,2009-12-03 15:50:00,15581
490089,2009-12-03 15:52:00,17949
490090,2009-12-03 15:53:00,15581
490091,2009-12-03 15:54:00,17949
490092,2009-12-03 15:54:00,16612
490093,2009-12-03 15:56:00,12949
490094,2009-12-03 15:56:00,17949
490095,2009-12-03 16:02:00,14958
490097,2009-12-03 16:09:00,17329
490099,2009-12-03 16:12:00,16736
490100,2009-12-03 16:21:00,13001
490101,2009-12-03 16:24:00,14644
490106,2009-12-03 16:40:00,14898
490107,2009-12-03 16:47:00,14662
490108,2009-12-03 16:49:00,17414
490109,2009-12-03 16:51:00,14755
490110,2009-12-03 16:52:00,14755
490111,2009-12-03 16:54:00,17576
490112,2009-12-03 17:04:00,13037
490113,2009-12-03 17:12:00,14710
490114,2009-12-03 17:29:00,18168
490115,2009-12-03 17:32:00,17679
490116,2009-12-03 17:33:00,17679
490118,2009-12-03 17:46:00,17851
490119,2009-12-03 17:48:00,12931
490121,2009-12-03 17:57:00,14750
490124,2009-12-03 18:08:00,16791
490125,2009-12-03 18:11:00,16558
490127,2009-12-03 18:13:00,14156
490128,2009-12-03 18:23:00,15884
490132,2009-12-03 18:30:00,17343
490134,2009-12-03 18:41:00,17372
490135,2009-12-03 18:51:00,16003
490136,2009-12-03 19:13:00,17432
490137,2009-12-03 19:22:00,14713
490138,2009-12-03 19:23:00,16722
490139,2009-12-03 19:31:00,12577
490140,2009-12-03 20:03:00,12872
490141,2009-12-04 08:24:00,15755
490142,2009-12-04 08:36:00,14258
490143,2009-12-04 08:40:00,14286
490144,2009-12-04 08:46:00,13154
490145,2009-12-04 09:27:00,14564
490147,2009-12-04 09:31:00,13408
490151,2009-12-04 09:49:00,16645
490152,2009-12-04 10:00:00,12714
490154,2009-12-04 10:18:00,16335
490156,2009-12-04 10:32:00,13093
490157,2009-12-04 10:39:00,16736
490158,2009-12-04 10:47:00,12759
490159,2009-12-04 10:48:00,13666
490160,2009-12-04 10:52:00,13777
490161,2009-12-04 10:57:00,17160
490162,2009-12-04 11:07:00,13946
490163,2009-12-04 11:22:00,14723
490164,2009-12-04 11:32:00,14961
490166,2009-12-04 11:32:00,14735
490167,2009-12-04 11:36:00,18061
490171,2009-12-04 11:54:00,15581
490202,2009-12-04 12:03:00,15078
490209,2009-12-04 12:06:00,17389
490212,2009-12-04 12:07:00,16883
490214,2009-12-04 12:11:00,13175
490218,2009-12-04 12:12:00,17076
490219,2009-12-04 12:14:00,13948
490229,2009-12-04 12:20:00,18223
490247,2009-12-04 12:28:00,16192
490258,2009-12-04 12:31:00,15999
490266,2009-12-04 12:33:00,15109
490272,2009-12-04 12:36:00,14680
490277,2009-12-04 12:37:00,18092
490279,2009-12-04 12:37:00,16891
490281,2009-12-04 12:37:00,13481
490282,2009-12-04 12:41:00,13807
490284,2009-12-04 12:54:00,14979
490285,2009-12-04 12:59:00,16656
490286,2009-12-04 12:59:00,14527
490287,2009-12-04 13:00:00,16746
490288,2009-12-04 13:00:00,17157
490289,2009-12-04 13:01:00,15309
490290,2009-12-04 13:21:00,16325
490291,2009-12-04 13:22:00,16541
490292,2009-12-04 13:23:00,16723
490293,2009-12-04 13:31:00,16699
490294,2009-12-04 13:41:00,16710
490295,2009-12-04 13:47:00,12510
490297,2009-12-04 13:59:00,13162
490298,2009-12-04 14:13:00,15382
490299,2009-12-04 14:14:00,13680
490300,2009-12-04 14:19:00,12970
490301,2009-12-04 14:24:00,15311
490302,2009-12-04 14:29:00,17841
490303,2009-12-04 14:33:00,17935
490304,2009-12-04 14:35:00,17593
490305,2009-12-04 14:37:00,17243
490308,2009-12-04 14:52:00,12835
490310,2009-12-04 14:56:00,17151
490311,2009-12-04 15:11:00,16451
490312,2009-12-04 15:16:00,17961
490313,2009-12-04 15:18:00,17127
490320,2009-12-04 15:26:00,13694
490323,2009-12-04 15:27:00,14087
490324,2009-12-04 15:27:00,13694
490326,2009-12-04 15:28:00,13733
490327,2009-12-04 15:29:00,13694
490331,2009-12-04 15:30:00,18181
490340,2009-12-04 15:40:00,13174
490341,2009-12-04 15:41:00,13329
490342,2009-12-04 15:43:00,17421
490346,2009-12-04 16:12:00,16351
490347,2009-12-04 16:13:00,15684
490349,2009-12-04 16:23:00,17884
490353,2009-12-04 16:37:00,15514
490355,2009-12-04 16:39:00,13093
490356,2009-12-04 16:45:00,17884
490359,2009-12-04 16:52:00,18225
490360,2009-12-04 16:52:00,13679
490362,2009-12-04 17:31:00,12748
490363,2009-12-05 10:11:00,13199
490364,2009-12-05 10:25:00,13487
490365,2009-12-05 10:27:00,17018
490366,2009-12-05 10:31:00,18071
490367,2009-12-05 10:44:00,16593
490368,2009-12-05 10:58:00,14238
490369,2009-12-05 11:19:00,15223
490370,2009-12-05 12:01:00,17593
490371,2009-12-05 12:02:00,13021
490372,2009-12-05 12:13:00,17115
490373,2009-12-05 12:28:00,17850
490374,2009-12-05 12:36:00,14239
490375,2009-12-05 12:42:00,13999
490376,2009-12-05 13:12:00,13958
490377,2009-12-05 13:13:00,13958
490378,2009-12-05 13:17:00,13641
490380,2009-12-05 13:26:00,17850
490381,2009-12-05 13:29:00,15420
490382,2009-12-05 13:32:00,12359
490383,2009-12-05 13:37:00,12820
490385,2009-12-05 14:51:00,16410
490386,2009-12-05 14:57:00,15240
490387,2009-12-05 14:59:00,17850
490388,2009-12-05 15:00:00,16158
490389,2009-12-05 15:18:00,15484
490390,2009-12-05 15:26:00,14709
490391,2009-12-05 15:27:00,15057
490392,2009-12-05 15:47:00,14867
490393,2009-12-05 16:01:00,17642
490394,2009-12-05 16:01:00,17850
490395,2009-12-06 10:16:00,13813
490396,2009-12-06 10:26:00,13589
490397,2009-12-06 10:30:00,12417
490398,2009-12-06 10:37:00,17920
490399,2009-12-06 10:38:00,12975
490400,2009-12-06 10:41:00,16104
490401,2009-12-06 10:51:00,17150
490403,2009-12-06 11:13:00,17920
490404,2009-12-06 11:27:00,16277
490405,2009-12-06 11:27:00,17244
490408,2009-12-06 11:33:00,17850
490430,2009-12-06 11:45:00,15260
490458,2009-12-06 11:57:00,12583
490459,2009-12-06 11:58:00,15555
490461,2009-12-06 12:07:00,13736
490463,2009-12-06 12:10:00,14133
490464,2009-12-06 12:10:00,15571
490465,2009-12-06 12:14:00,13448
490466,2009-12-06 12:16:00,17085
490467,2009-12-06 12:17:00,15059
490468,2009-12-06 12:21:00,14468
490470,2009-12-06 12:26:00,16395
490471,2009-12-06 12:28:00,15878
490472,2009-12-06 12:28:00,16485
490473,2009-12-06 12:31:00,15860
490474,2009-12-06 12:34:00,13373
490476,2009-12-06 12:34:00,14608
490477,2009-12-06 12:41:00,17850
490478,2009-12-06 12:42:00,14896
490479,2009-12-06 12:42:00,16779
490481,2009-12-06 12:51:00,16964
490482,2009-12-06 12:52:00,15983
490483,2009-12-06 12:52:00,13782
490484,2009-12-06 12:53:00,16964
490485,2009-12-06 12:56:00,14454
490486,2009-12-06 13:00:00,16779
490487,2009-12-06 13:05:00,14717
490488,2009-12-06 13:07:00,16718
490489,2009-12-06 13:08:00,15751
490490,2009-12-06 13:10:00,14546
490491,2009-12-06 13:19:00,17848
490493,2009-12-06 13:21:00,15751
490494,2009-12-06 13:29:00,17561
490496,2009-12-06 13:40:00,15547
490499,2009-12-06 13:45:00,17406
490500,2009-12-06 13:48:00,14479
490501,2009-12-06 13:49:00,16710
490502,2009-12-06 13:53:00,17969
490503,2009-12-06 14:00:00,14548
490504,2009-12-06 14:03:00,15311
490505,2009-12-06 14:06:00,14548
490506,2009-12-06 14:10:00,17916
490508,2009-12-06 14:14:00,17850
490511,2009-12-06 14:46:00,13319
490512,2009-12-06 14:54:00,14606
490514,2009-12-06 15:01:00,16773
490515,2009-12-06 15:08:00,15479
490516,2009-12-06 15:09:00,17850
490518,2009-12-06 15:12:00,15822
490519,2009-12-06 15:15:00,13890
490521,2009-12-06 15:24:00,13211
490522,2009-12-06 15:31:00,15641
490524,2009-12-06 15:35:00,14123
490525,2009-12-06 15:40:00,13019
490526,2009-12-06 15:41:00,17858
490527,2009-12-06 15:46:00,14940
490528,2009-12-06 15:48:00,16686
490529,2009-12-06 15:51:00,16686
490530,2009-12-06 16:01:00,15691
490531,2009-12-06 16:02:00,16436
490533,2009-12-06 16:07:00,17610
490534,2009-12-06 16:17:00,17530
490535,2009-12-07 08:13:00,17850
490536,2009-12-07 08:24:00,13491
490537,2009-12-07 08:53:00,14003
490538,2009-12-07 09:14:00,17850
490539,2009-12-07 09:18:00,12839
490542,2009-12-07 09:42:00,14911
490545,2009-12-07 10:15:00,17557
490547,2009-12-07 10:21:00,14738
490548,2009-12-07 10:26:00,17850
490557,2009-12-07 10:33:00,16124
490561,2009-12-07 10:38:00,15260
490563,2009-12-07 10:41:00,12471
490564,2009-12-07 10:42:00,12471
490569,2009-12-07 10:48:00,17739
490577,2009-12-07 10:51:00,16556
490603,2009-12-07 11:05:00,14695
490604,2009-12-07 11:19:00,14828
490605,2009-12-07 11:20:00,15115
490606,2009-12-07 11:26:00,17850
490607,2009-12-07 11:29:00,13693
490608,2009-12-07 11:35:00,14955
490609,2009-12-07 11:39:00,14037
490610,2009-12-07 11:40:00,18077
490611,2009-12-07 11:41:00,13905
490612,2009-12-07 11:46:00,17508
490613,2009-12-07 11:47:00,16768
490616,2009-12-07 11:51:00,13984
490618,2009-12-07 11:52:00,13984
490625,2009-12-07 11:55:00,14543
490636,2009-12-07 12:08:00,13564
490637,2009-12-07 12:12:00,13495
490638,2009-12-07 12:13:00,13190
490640,2009-12-07 12:18:00,14408
490641,2009-12-07 12:19:00,17707
490642,2009-12-07 12:19:00,15358
490653,2009-12-07 12:25:00,17044
490657,2009-12-07 12:26:00,14471
490659,2009-12-07 12:26:00,17850
490665,2009-12-07 12:31:00,17436
490667,2009-12-07 12:32:00,13234
490668,2009-12-07 12:41:00,16525
490669,2009-12-07 12:42:00,15716
490670,2009-12-07 12:42:00,14574
490671,2009-12-07 12:56:00,16684
490672,2009-12-07 12:58:00,16684
490673,2009-12-07 13:00:00,14540
490674,2009-12-07 13:06:00,14307
490675,2009-12-07 13:07:00,14695
490676,2009-12-07 13:17:00,17850
490677,2009-12-07 13:17:00,18219
490678,2009-12-07 13:23:00,12747
490679,2009-12-07 13:24:00,18162
490680,2009-12-07 13:32:00,17441
490681,2009-12-07 13:35:00,17988
490682,2009-12-07 13:37:00,12600
490683,2009-12-07 13:45:00,17865
490684,2009-12-07 13:46:00,12523
490685,2009-12-07 13:48:00,13206
490686,2009-12-07 13:49:00,14512
490687,2009-12-07 13:49:00,14911
490689,2009-12-07 13:52:00,17865
490690,2009-12-07 13:55:00,16353
490691,2009-12-07 13:56:00,16353
490692,2009-12-07 13:57:00,16018
490693,2009-12-07 13:59:00,14670
490694,2009-12-07 14:02:00,13089
490695,2009-12-07 14:10:00,14590
490697,2009-12-07 14:27:00,17850
490703,2009-12-07 14:44:00,13070
490704,2009-12-07 14:52:00,17457
490705,2009-12-07 14:56:00,12913
490706,2009-12-07 14:58:00,17865
490707,2009-12-07 15:02:00,17865
490708,2009-12-07 15:10:00,15421
490709,2009-12-07 15:15:00,17884
490710,2009-12-07 15:19:00,17990
490711,2009-12-07 15:26:00,17841
490712,2009-12-07 15:26:00,13148
490714,2009-12-07 15:27:00,17841
490717,2009-12-07 15:28:00,17364
490718,2009-12-07 15:42:00,12443
490719,2009-12-07 15:42:00,13042
490720,2009-12-07 15:43:00,15694
490722,2009-12-07 15:55:00,16717
490724,2009-12-07 16:17:00,13767
490725,2009-12-07 16:24:00,13694
490726,2009-12-07 16:28:00,13694
490727,2009-12-07 16:38:00,17231
490728,2009-12-07 16:40:00,16702
490733,2009-12-07 16:56:00,12540
490734,2009-12-07 16:56:00,13267
490737,2009-12-07 17:18:00,17270
490738,2009-12-07 17:49:00,16436
490747,2009-12-07 18:12:00,13393
490749,2009-12-08 07:42:00,14113
490750,2009-12-08 07:43:00,15369
490751,2009-12-08 07:59:00,12358
490752,2009-12-08 08:38:00,18259
490753,2009-12-08 08:48:00,17047
490754,2009-12-08 09:19:00,14136
490755,2009-12-08 09:24:00,16735
490757,2009-12-08 09:35:00,14215
490759,2009-12-08 09:46:00,15971
490761,2009-12-08 09:56:00,13382
490762,2009-12-08 10:02:00,13025
490763,2009-12-08 10:24:00,16013
490764,2009-12-08 10:41:00,14558
490767,2009-12-08 11:07:00,18002
490769,2009-12-08 11:13:00,16013
490770,2009-12-08 11:13:00,17854
490782,2009-12-08 11:22:00,15079
490785,2009-12-08 11:23:00,16029
490786,2009-12-08 11:23:00,15079
490789,2009-12-08 11:27:00,18271
490796,2009-12-08 11:44:00,14290
490797,2009-12-08 11:46:00,17268
490800,2009-12-08 11:56:00,14735
490801,2009-12-08 12:03:00,16029
490802,2009-12-08 12:03:00,17067
490803,2009-12-08 12:04:00,17067
490804,2009-12-08 12:05:00,16560
490805,2009-12-08 12:12:00,14861
490806,2009-12-08 12:13:00,13485
490808,2009-12-08 12:25:00,17371
490809,2009-12-08 12:27:00,13408
490810,2009-12-08 12:29:00,13408
490811,2009-12-08 12:30:00,18145
490817,2009-12-08 12:33:00,15311
490823,2009-12-08 12:34:00,14841
490834,2009-12-08 12:38:00,16400
490836,2009-12-08 12:39:00,17988
490838,2009-12-08 12:41:00,17371
490846,2009-12-08 12:46:00,17155
490847,2009-12-08 12:46:00,15093
490851,2009-12-08 12:48:00,13643
490855,2009-12-08 12:49:00,13777
490863,2009-12-08 12:51:00,17852
490871,2009-12-08 12:54:00,15456
490893,2009-12-08 13:02:00,13571
490899,2009-12-08 13:04:00,16732
490905,2009-12-08 13:08:00,16940
490917,2009-12-08 13:14:00,15162
490920,2009-12-08 13:19:00,18203
490921,2009-12-08 13:24:00,16163
490922,2009-12-08 13:25:00,14494
490924,2009-12-08 13:27:00,17978
490925,2009-12-08 13:28:00,13078
490926,2009-12-08 13:38:00,15031
490927,2009-12-08 13:41:00,17230
490928,2009-12-08 13:41:00,14085
490930,2009-12-08 13:43:00,13410
490932,2009-12-08 13:44:00,14085
490933,2009-12-08 13:46:00,14063
490936,2009-12-08 13:56:00,12785
490937,2009-12-08 13:58:00,13081
490938,2009-12-08 13:59:00,14605
490940,2009-12-08 14:01:00,14605
490941,2009-12-08 14:03:00,14527
490944,2009-12-08 14:13:00,14285
490945,2009-12-08 14:20:00,16892
490953,2009-12-08 14:56:00,13204
490954,2009-12-08 15:00:00,15924
490956,2009-12-08 15:10:00,15413
490957,2009-12-08 15:12:00,15823
490958,2009-12-08 15:12:00,13576
490959,2009-12-08 15:14:00,12682
490961,2009-12-08 15:25:00,14108
490962,2009-12-08 15:45:00,15061
490964,2009-12-08 16:09:00,14646
490966,2009-12-08 16:20:00,17178
490968,2009-12-08 16:21:00,13798
490971,2009-12-08 16:23:00,18275
490972,2009-12-08 16:40:00,14911
490978,2009-12-08 16:43:00,17329
490981,2009-12-08 16:56:00,13855
490982,2009-12-08 16:57:00,17329
490984,2009-12-08 17:04:00,15298
490989,2009-12-08 17:08:00,15674
490990,2009-12-08 17:10:00,14606
490992,2009-12-08 17:13:00,14679
490998,2009-12-08 17:24:00,16253
491006,2009-12-08 17:41:00,13557
491007,2009-12-08 17:44:00,16204
491008,2009-12-08 17:51:00,15633
491009,2009-12-08 18:06:00,15203
491010,2009-12-08 18:07:00,15194
491011,2009-12-08 18:18:00,16210
491014,2009-12-08 18:30:00,13136
491024,2009-12-08 19:00:00,17157
491025,2009-12-08 19:02:00,17157
491026,2009-12-08 19:02:00,15181
491033,2009-12-08 19:16:00,17188
491034,2009-12-09 07:01:00,13491
491035,2009-12-09 08:58:00,13455
491038,2009-12-09 09:34:00,13097
491039,2009-12-09 09:36:00,15291
491044,2009-12-09 09:56:00,13114
491045,2009-12-09 10:02:00,12747
491048,2009-12-09 10:25:00,13768
491049,2009-12-09 10:41:00,14135
491050,2009-12-09 10:46:00,12712
491051,2009-12-09 10:46:00,14291
491054,2009-12-09 10:48:00,13202
491055,2009-12-09 10:48:00,14732
491056,2009-12-09 11:01:00,17428
491057,2009-12-09 11:31:00,14239
491058,2009-12-09 11:33:00,16945
491059,2009-12-09 11:36:00,12487
491060,2009-12-09 11:40:00,17929
491061,2009-12-09 11:40:00,13672
491062,2009-12-09 11:46:00,12948
491063,2009-12-09 11:52:00,16771
491064,2009-12-09 11:58:00,16782
491067,2009-12-09 12:17:00,18051
491068,2009-12-09 12:18:00,15768
491069,2009-12-09 12:30:00,12921
491070,2009-12-09 12:32:00,16912
491071,2009-12-09 12:40:00,12924
491072,2009-12-09 12:42:00,12924
491073,2009-12-09 12:45:00,15403
491074,2009-12-09 12:46:00,14173
491075,2009-12-09 12:48:00,14211
491077,2009-12-09 12:57:00,14593
491078,2009-12-09 13:00:00,16802
491079,2009-12-09 13:06:00,14295
