customer_id,invoice_date,recency_days
16368,2011-12-07 13:12:00.000000,1
16393,2011-12-07 12:51:00.000000,1
16426,2011-12-07 14:01:00.000000,1
16442,2011-12-08 11:43:00.000000,1
16523,2011-12-08 09:06:00.000000,1
16525,2011-12-07 15:07:00.000000,1
16672,2011-12-07 16:29:00.000000,1
16779,2011-12-07 14:54:00.000000,1
16891,2011-12-08 11:15:00.000000,1
17097,2011-12-07 17:05:00.000000,1
17266,2011-12-07 14:12:00.000000,1
17315,2011-12-08 12:15:00.000000,1
17434,2011-12-07 13:16:00.000000,1
17436,2011-12-08 12:30:00.000000,1
17449,2011-12-07 16:56:00.000000,1
17522,2011-12-08 12:31:00.000000,1
17590,2011-12-07 12:55:00.000000,1
17602,2011-12-07 13:53:00.000000,1
17631,2011-12-08 09:47:00.000000,1
17673,2011-12-08 12:50:00.000000,1
17677,2011-12-08 09:56:00.000000,1
17735,2011-12-07 16:47:00.000000,1
17830,2011-12-08 12:28:00.000000,1
17841,2011-12-08 12:07:00.000000,1
17856,2011-12-08 09:40:00.000000,1
17870,2011-12-07 15:07:00.000000,1
18092,2011-12-07 13:14:00.000000,1
18109,2011-12-08 11:36:00.000000,1
18210,2011-12-08 11:02:00.000000,1
18273,2011-12-07 13:16:00.000000,1
12362,2011-12-06 15:40:00.000000,2
12417,2011-12-06 14:52:00.000000,2
12442,2011-12-06 14:22:00.000000,2
12583,2011-12-07 08:07:00.000000,2
12650,2011-12-06 16:34:00.000000,2
12720,2011-12-07 08:03:00.000000,2
12820,2011-12-06 15:12:00.000000,2
12826,2011-12-07 10:25:00.000000,2
12828,2011-12-07 08:45:00.000000,2
12839,2011-12-07 12:33:00.000000,2
12912,2011-12-07 08:55:00.000000,2
12989,2011-12-06 15:28:00.000000,2
13078,2011-12-06 15:36:00.000000,2
13089,2011-12-07 09:02:00.000000,2
13104,2011-12-06 13:10:00.000000,2
13225,2011-12-06 13:29:00.000000,2
13267,2011-12-07 11:12:00.000000,2
13323,2011-12-06 17:12:00.000000,2
13507,2011-12-06 13:13:00.000000,2
13668,2011-12-07 12:11:00.000000,2
13685,2011-12-07 11:41:00.000000,2
13743,2011-12-07 10:09:00.000000,2
13882,2011-12-07 11:16:00.000000,2
13949,2011-12-07 09:35:00.000000,2
14087,2011-12-07 12:41:00.000000,2
14141,2011-12-07 09:53:00.000000,2
14216,2011-12-06 14:56:00.000000,2
14282,2011-12-06 17:04:00.000000,2
14293,2011-12-06 15:17:00.000000,2
14397,2011-12-07 09:22:00.000000,2
14503,2011-12-06 13:30:00.000000,2
14527,2011-12-07 12:19:00.000000,2
14534,2011-12-07 12:19:00.000000,2
14572,2011-12-06 14:40:00.000000,2
14578,2011-12-06 17:18:00.000000,2
14673,2011-12-06 14:31:00.000000,2
14708,2011-12-07 08:21:00.000000,2
14769,2011-12-07 10:24:00.000000,2
14794,2011-12-07 10:11:00.000000,2
14868,2011-12-06 14:49:00.000000,2
14871,2011-12-06 13:42:00.000000,2
14907,2011-12-06 14:14:00.000000,2
14910,2011-12-07 10:06:00.000000,2
15023,2011-12-06 17:23:00.000000,2
15136,2011-12-07 12:26:00.000000,2
15194,2011-12-06 15:10:00.000000,2
15195,2011-12-07 12:20:00.000000,2
15498,2011-12-07 12:48:00.000000,2
15568,2011-12-07 11:27:00.000000,2
15750,2011-12-07 12:34:00.000000,2
15822,2011-12-06 14:50:00.000000,2
15969,2011-12-07 11:06:00.000000,2
15984,2011-12-07 12:16:00.000000,2
16000,2011-12-07 12:17:00.000000,2
16016,2011-12-06 14:35:00.000000,2
16076,2011-12-06 14:59:00.000000,2
16143,2011-12-06 14:13:00.000000,2
16191,2011-12-07 11:26:00.000000,2
16201,2011-12-06 16:02:00.000000,2
16313,2011-12-06 13:02:00.000000,2
16458,2011-12-07 09:34:00.000000,2
16495,2011-12-06 13:20:00.000000,2
16539,2011-12-07 08:41:00.000000,2
16569,2011-12-06 15:32:00.000000,2
16678,2011-12-07 12:17:00.000000,2
16711,2011-12-06 16:32:00.000000,2
16817,2011-12-07 11:03:00.000000,2
16987,2011-12-06 17:26:00.000000,2
17017,2011-12-07 09:32:00.000000,2
17042,2011-12-07 12:26:00.000000,2
17049,2011-12-07 10:48:00.000000,2
17091,2011-12-07 10:43:00.000000,2
17119,2011-12-06 14:40:00.000000,2
17232,2011-12-07 12:21:00.000000,2
17238,2011-12-07 11:35:00.000000,2
17412,2011-12-07 11:36:00.000000,2
17503,2011-12-07 09:18:00.000000,2
17511,2011-12-07 10:12:00.000000,2
17705,2011-12-06 13:45:00.000000,2
17730,2011-12-06 15:43:00.000000,2
17835,2011-12-07 11:48:00.000000,2
17861,2011-12-06 16:21:00.000000,2
17883,2011-12-06 17:49:00.000000,2
18154,2011-12-06 16:41:00.000000,2
18219,2011-12-07 11:43:00.000000,2
18225,2011-12-06 13:27:00.000000,2
18237,2011-12-07 12:49:00.000000,2
18272,2011-12-07 12:43:00.000000,2
12367,2011-12-05 16:48:00.000000,3
12478,2011-12-06 09:56:00.000000,3
12584,2011-12-06 09:35:00.000000,3
12628,2011-12-05 13:15:00.000000,3
12682,2011-12-06 10:00:00.000000,3
12683,2011-12-05 16:28:00.000000,3
12716,2011-12-06 08:55:00.000000,3
12723,2011-12-06 10:19:00.000000,3
12749,2011-12-06 09:56:00.000000,3
12766,2011-12-06 08:46:00.000000,3
12877,2011-12-06 10:30:00.000000,3
12971,2011-12-06 12:20:00.000000,3
12994,2011-12-05 15:43:00.000000,3
13001,2011-12-05 14:51:00.000000,3
13021,2011-12-05 16:37:00.000000,3
13079,2011-12-05 16:53:00.000000,3
13083,2011-12-05 15:01:00.000000,3
13173,2011-12-05 15:51:00.000000,3
13199,2011-12-06 12:30:00.000000,3
13230,2011-12-05 16:03:00.000000,3
13305,2011-12-05 15:15:00.000000,3
13311,2011-12-05 12:55:00.000000,3
13694,2011-12-06 09:32:00.000000,3
13709,2011-12-06 10:28:00.000000,3
13755,2011-12-06 12:26:00.000000,3
13790,2011-12-05 15:48:00.000000,3
13881,2011-12-06 12:50:00.000000,3
13985,2011-12-05 17:06:00.000000,3
13994,2011-12-06 11:05:00.000000,3
14071,2011-12-06 12:27:00.000000,3
14083,2011-12-05 13:14:00.000000,3
14096,2011-12-05 17:17:00.000000,3
14110,2011-12-06 12:26:00.000000,3
14113,2011-12-06 12:18:00.000000,3
14121,2011-12-06 12:19:00.000000,3
14140,2011-12-06 09:05:00.000000,3
14219,2011-12-05 16:23:00.000000,3
14401,2011-12-05 13:30:00.000000,3
14418,2011-12-06 11:39:00.000000,3
14547,2011-12-06 11:06:00.000000,3
14562,2011-12-06 11:05:00.000000,3
14608,2011-12-05 16:52:00.000000,3
14629,2011-12-05 16:55:00.000000,3
14696,2011-12-05 13:43:00.000000,3
14735,2011-12-06 12:09:00.000000,3
14737,2011-12-06 10:16:00.000000,3
14739,2011-12-05 16:54:00.000000,3
14825,2011-12-06 11:38:00.000000,3
15031,2011-12-05 14:19:00.000000,3
15061,2011-12-06 12:06:00.000000,3
15097,2011-12-05 14:03:00.000000,3
15145,2011-12-05 17:21:00.000000,3
15157,2011-12-06 11:28:00.000000,3
15274,2011-12-05 16:57:00.000000,3
15318,2011-12-06 11:30:00.000000,3
15550,2011-12-05 15:38:00.000000,3
15621,2011-12-05 14:01:00.000000,3
15640,2011-12-05 14:35:00.000000,3
15690,2011-12-05 15:59:00.000000,3
15854,2011-12-05 13:39:00.000000,3
15856,2011-12-05 17:09:00.000000,3
15907,2011-12-06 12:21:00.000000,3
15932,2011-12-05 17:13:00.000000,3
15992,2011-12-06 11:00:00.000000,3
16013,2011-12-06 10:36:00.000000,3
16015,2011-12-06 10:58:00.000000,3
16133,2011-12-06 11:24:00.000000,3
16200,2011-12-05 14:40:00.000000,3
16353,2011-12-06 12:23:00.000000,3
16379,2011-12-05 15:38:00.000000,3
16528,2011-12-06 12:45:00.000000,3
16592,2011-12-05 13:49:00.000000,3
16597,2011-12-05 15:44:00.000000,3
16600,2011-12-05 16:00:00.000000,3
16620,2011-12-06 12:19:00.000000,3
16684,2011-12-05 14:06:00.000000,3
16764,2011-12-06 11:41:00.000000,3
16790,2011-12-06 11:53:00.000000,3
16851,2011-12-05 13:32:00.000000,3
16904,2011-12-05 13:10:00.000000,3
16910,2011-12-05 12:51:00.000000,3
16929,2011-12-06 08:37:00.000000,3
16949,2011-12-06 11:07:00.000000,3
16968,2011-12-05 15:02:00.000000,3
16979,2011-12-06 12:21:00.000000,3
17090,2011-12-05 13:44:00.000000,3
17218,2011-12-05 13:52:00.000000,3
17250,2011-12-06 12:15:00.000000,3
17290,2011-12-06 12:38:00.000000,3
17346,2011-12-06 12:18:00.000000,3
17383,2011-12-05 17:36:00.000000,3
17404,2011-12-05 16:26:00.000000,3
17481,2011-12-06 12:28:00.000000,3
17593,2011-12-06 10:30:00.000000,3
17666,2011-12-06 09:06:00.000000,3
17676,2011-12-05 15:16:00.000000,3
17706,2011-12-05 13:34:00.000000,3
17728,2011-12-06 08:52:00.000000,3
17744,2011-12-06 12:11:00.000000,3
17811,2011-12-05 13:46:00.000000,3
17817,2011-12-05 14:39:00.000000,3
17857,2011-12-05 13:13:00.000000,3
17884,2011-12-06 11:33:00.000000,3
17914,2011-12-06 11:58:00.000000,3
17920,2011-12-05 14:29:00.000000,3
18005,2011-12-06 11:51:00.000000,3
18015,2011-12-05 14:49:00.000000,3
18030,2011-12-05 16:37:00.000000,3
18044,2011-12-05 14:26:00.000000,3
18198,2011-12-05 14:49:00.000000,3
18283,2011-12-06 12:02:00.000000,3
12381,2011-12-05 12:44:00.000000,4
12490,2011-12-04 16:07:00.000000,4
12560,2011-12-04 13:54:00.000000,4
12646,2011-12-05 10:14:00.000000,4
12673,2011-12-04 13:55:00.000000,4
12719,2011-12-04 13:45:00.000000,4
12724,2011-12-04 16:02:00.000000,4
12782,2011-12-05 09:16:00.000000,4
12841,2011-12-05 11:13:00.000000,4
12913,2011-12-05 12:11:00.000000,4
12925,2011-12-05 11:11:00.000000,4
13126,2011-12-05 10:00:00.000000,4
13319,2011-12-04 13:34:00.000000,4
13417,2011-12-05 08:49:00.000000,4
13435,2011-12-04 14:45:00.000000,4
13630,2011-12-04 15:16:00.000000,4
13704,2011-12-04 15:13:00.000000,4
13736,2011-12-04 15:19:00.000000,4
13956,2011-12-04 13:20:00.000000,4
14060,2011-12-05 12:29:00.000000,4
14075,2011-12-05 08:38:00.000000,4
14102,2011-12-04 15:38:00.000000,4
14194,2011-12-05 10:38:00.000000,4
14456,2011-12-04 13:59:00.000000,4
14546,2011-12-04 13:00:00.000000,4
14649,2011-12-05 12:30:00.000000,4
14658,2011-12-04 15:35:00.000000,4
14759,2011-12-05 12:03:00.000000,4
14931,2011-12-05 10:19:00.000000,4
15033,2011-12-05 12:40:00.000000,4
15053,2011-12-05 12:08:00.000000,4
15290,2011-12-05 11:39:00.000000,4
15358,2011-12-05 09:04:00.000000,4
15392,2011-12-05 11:01:00.000000,4
15572,2011-12-05 10:09:00.000000,4
15628,2011-12-05 10:24:00.000000,4
15867,2011-12-04 13:32:00.000000,4
16149,2011-12-05 11:29:00.000000,4
16360,2011-12-05 12:16:00.000000,4
16500,2011-12-05 12:04:00.000000,4
16513,2011-12-05 10:18:00.000000,4
16535,2011-12-04 15:18:00.000000,4
16642,2011-12-05 11:31:00.000000,4
16682,2011-12-05 12:13:00.000000,4
16746,2011-12-05 12:33:00.000000,4
16811,2011-12-05 11:39:00.000000,4
16873,2011-12-05 12:05:00.000000,4
16905,2011-12-04 14:01:00.000000,4
16931,2011-12-04 13:15:00.000000,4
16988,2011-12-04 16:02:00.000000,4
17006,2011-12-05 12:09:00.000000,4
17131,2011-12-04 12:52:00.000000,4
17173,2011-12-04 14:40:00.000000,4
17254,2011-12-05 12:46:00.000000,4
17402,2011-12-05 10:15:00.000000,4
17526,2011-12-05 11:05:00.000000,4
17579,2011-12-05 12:28:00.000000,4
17750,2011-12-04 14:09:00.000000,4
17827,2011-12-04 15:00:00.000000,4
17936,2011-12-04 13:32:00.000000,4
17954,2011-12-04 14:15:00.000000,4
18180,2011-12-05 08:39:00.000000,4
18223,2011-12-05 09:11:00.000000,4
12827,2011-12-04 12:17:00.000000,5
12952,2011-12-04 10:35:00.000000,5
13153,2011-12-04 12:14:00.000000,5
13558,2011-12-04 11:24:00.000000,5
13596,2011-12-04 12:01:00.000000,5
13808,2011-12-04 12:18:00.000000,5
13822,2011-12-04 12:13:00.000000,5
13838,2011-12-04 11:00:00.000000,5
14354,2011-12-04 11:32:00.000000,5
14583,2011-12-04 12:32:00.000000,5
14720,2011-12-04 12:02:00.000000,5
15773,2011-12-04 12:48:00.000000,5
16033,2011-12-04 12:44:00.000000,5
16283,2011-12-04 12:08:00.000000,5
16326,2011-12-04 10:11:00.000000,5
16438,2011-12-04 10:51:00.000000,5
16561,2011-12-04 11:50:00.000000,5
17114,2011-12-04 12:17:00.000000,5
17618,2011-12-04 11:50:00.000000,5
17629,2011-12-04 10:56:00.000000,5
17858,2011-12-04 11:56:00.000000,5
18065,2011-12-04 10:30:00.000000,5
12695,2011-12-02 13:22:00.000000,6
12704,2011-12-02 13:15:00.000000,6
12962,2011-12-02 15:55:00.000000,6
12970,2011-12-02 14:30:00.000000,6
13017,2011-12-02 15:53:00.000000,6
13309,2011-12-02 16:34:00.000000,6
13458,2011-12-02 15:29:00.000000,6
13560,2011-12-02 13:11:00.000000,6
13780,2011-12-02 13:49:00.000000,6
13868,2011-12-02 16:32:00.000000,6
13884,2011-12-02 16:30:00.000000,6
13953,2011-12-02 16:04:00.000000,6
13969,2011-12-02 15:11:00.000000,6
14023,2011-12-02 13:58:00.000000,6
14031,2011-12-02 17:13:00.000000,6
14250,2011-12-02 14:30:00.000000,6
14428,2011-12-02 13:17:00.000000,6
14493,2011-12-02 16:14:00.000000,6
14560,2011-12-02 15:22:00.000000,6
14594,2011-12-02 13:28:00.000000,6
14788,2011-12-02 17:06:00.000000,6
14865,2011-12-02 16:25:00.000000,6
15078,2011-12-02 15:41:00.000000,6
15123,2011-12-02 13:12:00.000000,6
15271,2011-12-02 14:11:00.000000,6
15539,2011-12-02 13:36:00.000000,6
15547,2011-12-02 12:52:00.000000,6
15570,2011-12-02 14:47:00.000000,6
15769,2011-12-02 13:52:00.000000,6
16103,2011-12-02 14:16:00.000000,6
16359,2011-12-02 17:04:00.000000,6
16474,2011-12-02 13:02:00.000000,6
16989,2011-12-02 16:39:00.000000,6
17086,2011-12-02 13:54:00.000000,6
17221,2011-12-02 13:35:00.000000,6
17567,2011-12-02 15:48:00.000000,6
17584,2011-12-02 17:12:00.000000,6
17611,2011-12-02 13:29:00.000000,6
17686,2011-12-02 15:39:00.000000,6
18055,2011-12-02 14:25:00.000000,6
18174,2011-12-02 16:56:00.000000,6
18245,2011-12-02 14:48:00.000000,6
12364,2011-12-02 10:22:00.000000,7
12553,2011-12-01 16:38:00.000000,7
12558,2011-12-02 10:41:00.000000,7
12562,2011-12-01 17:20:00.000000,7
12587,2011-12-02 12:47:00.000000,7
12664,2011-12-01 17:07:00.000000,7
12684,2011-12-02 09:53:00.000000,7
12700,2011-12-02 10:47:00.000000,7
12762,2011-12-02 10:23:00.000000,7
12856,2011-12-02 10:52:00.000000,7
12919,2011-12-01 13:47:00.000000,7
12963,2011-12-01 12:55:00.000000,7
13183,2011-12-02 10:30:00.000000,7
13297,2011-12-02 09:32:00.000000,7
13495,2011-12-02 11:21:00.000000,7
13705,2011-12-02 12:32:00.000000,7
14092,2011-12-02 12:13:00.000000,7
14126,2011-12-02 11:45:00.000000,7
14262,2011-12-01 14:17:00.000000,7
14287,2011-12-01 13:25:00.000000,7
14292,2011-12-02 11:50:00.000000,7
14298,2011-12-01 13:12:00.000000,7
14299,2011-12-01 16:05:00.000000,7
14309,2011-12-01 13:33:00.000000,7
14367,2011-12-01 13:19:00.000000,7
14440,2011-12-01 15:42:00.000000,7
14655,2011-12-01 16:28:00.000000,7
14688,2011-12-02 12:26:00.000000,7
14732,2011-12-01 14:34:00.000000,7
14766,2011-12-01 16:05:00.000000,7
14895,2011-12-02 09:23:00.000000,7
14897,2011-12-02 10:32:00.000000,7
14960,2011-12-01 12:54:00.000000,7
15028,2011-12-01 14:06:00.000000,7
15060,2011-12-01 13:47:00.000000,7
15144,2011-12-01 15:12:00.000000,7
15373,2011-12-01 15:05:00.000000,7
15434,2011-12-01 13:33:00.000000,7
15500,2011-12-01 13:47:00.000000,7
15531,2011-12-01 18:43:00.000000,7
15602,2011-12-01 14:14:00.000000,7
15862,2011-12-01 13:28:00.000000,7
15904,2011-12-01 14:50:00.000000,7
15948,2011-12-01 15:32:00.000000,7
16011,2011-12-01 16:31:00.000000,7
16038,2011-12-02 12:40:00.000000,7
16119,2011-12-01 15:11:00.000000,7
16169,2011-12-01 15:28:00.000000,7
16242,2011-12-01 15:12:00.000000,7
16333,2011-12-02 12:19:00.000000,7
16440,2011-12-02 12:02:00.000000,7
16759,2011-12-02 12:42:00.000000,7
16789,2011-12-01 15:12:00.000000,7
16813,2011-12-01 14:03:00.000000,7
16899,2011-12-02 12:03:00.000000,7
16966,2011-12-01 13:40:00.000000,7
17014,2011-12-01 14:09:00.000000,7
17115,2011-12-01 14:30:00.000000,7
17157,2011-12-02 09:10:00.000000,7
17183,2011-12-02 10:07:00.000000,7
17293,2011-12-01 14:37:00.000000,7
17321,2011-12-01 13:41:00.000000,7
17350,2011-12-01 15:47:00.000000,7
17386,2011-12-02 11:28:00.000000,7
17426,2011-12-01 18:07:00.000000,7
17450,2011-12-01 13:29:00.000000,7
17495,2011-12-02 12:08:00.000000,7
17566,2011-12-01 19:54:00.000000,7
17576,2011-12-01 17:56:00.000000,7
17768,2011-12-01 13:22:00.000000,7
17942,2011-12-02 10:45:00.000000,7
18077,2011-12-01 13:32:00.000000,7
18097,2011-12-02 11:16:00.000000,7
18122,2011-12-01 13:08:00.000000,7
18144,2011-12-02 12:46:00.000000,7
18282,2011-12-02 11:43:00.000000,7
12429,2011-11-30 17:22:00.000000,8
12524,2011-11-30 15:31:00.000000,8
12528,2011-11-30 14:40:00.000000,8
12572,2011-12-01 09:20:00.000000,8
12714,2011-11-30 15:43:00.000000,8
12882,2011-11-30 16:18:00.000000,8
12901,2011-12-01 10:07:00.000000,8
12921,2011-11-30 16:22:00.000000,8
12951,2011-12-01 12:14:00.000000,8
13012,2011-11-30 13:05:00.000000,8
13040,2011-12-01 10:38:00.000000,8
13090,2011-12-01 12:39:00.000000,8
13159,2011-12-01 11:20:00.000000,8
13255,2011-11-30 13:14:00.000000,8
13362,2011-11-30 14:41:00.000000,8
13509,2011-12-01 10:10:00.000000,8
13854,2011-12-01 09:06:00.000000,8
14047,2011-12-01 11:43:00.000000,8
14146,2011-12-01 10:18:00.000000,8
14178,2011-12-01 12:01:00.000000,8
14243,2011-12-01 11:12:00.000000,8
14258,2011-11-30 15:27:00.000000,8
14289,2011-12-01 11:44:00.000000,8
14385,2011-11-30 15:36:00.000000,8
14448,2011-11-30 13:50:00.000000,8
14618,2011-11-30 13:45:00.000000,8
14659,2011-12-01 12:17:00.000000,8
14713,2011-11-30 16:26:00.000000,8
14804,2011-12-01 11:20:00.000000,8
14869,2011-12-01 12:36:00.000000,8
15021,2011-12-01 11:53:00.000000,8
15046,2011-11-30 15:50:00.000000,8
15101,2011-12-01 10:18:00.000000,8
15172,2011-12-01 11:51:00.000000,8
15251,2011-11-30 15:02:00.000000,8
15380,2011-12-01 12:13:00.000000,8
15444,2011-11-30 17:37:00.000000,8
15467,2011-11-30 14:17:00.000000,8
15544,2011-11-30 16:43:00.000000,8
15654,2011-11-30 13:08:00.000000,8
15680,2011-11-30 13:46:00.000000,8
15687,2011-12-01 08:33:00.000000,8
15712,2011-11-30 14:09:00.000000,8
15951,2011-12-01 08:34:00.000000,8
15993,2011-12-01 10:45:00.000000,8
16145,2011-12-01 10:33:00.000000,8
16156,2011-12-01 12:42:00.000000,8
16265,2011-11-30 16:41:00.000000,8
16376,2011-12-01 11:38:00.000000,8
16496,2011-12-01 10:31:00.000000,8
16700,2011-12-01 11:00:00.000000,8
16701,2011-12-01 11:10:00.000000,8
16712,2011-11-30 13:48:00.000000,8
16839,2011-12-01 09:03:00.000000,8
16915,2011-11-30 16:39:00.000000,8
16938,2011-12-01 10:20:00.000000,8
17288,2011-11-30 16:09:00.000000,8
17381,2011-12-01 11:59:00.000000,8
17502,2011-11-30 13:13:00.000000,8
17736,2011-11-30 15:36:00.000000,8
17737,2011-11-30 15:16:00.000000,8
17911,2011-11-30 14:52:00.000000,8
17937,2011-12-01 11:45:00.000000,8
18158,2011-11-30 16:19:00.000000,8
18179,2011-11-30 16:23:00.000000,8
18230,2011-11-30 13:22:00.000000,8
12464,2011-11-29 13:33:00.000000,9
12488,2011-11-30 08:50:00.000000,9
12598,2011-11-30 12:18:00.000000,9
12630,2011-11-30 10:48:00.000000,9
12670,2011-11-29 15:23:00.000000,9
12787,2011-11-30 08:44:00.000000,9
12798,2011-11-29 15:52:00.000000,9
12953,2011-11-30 09:24:00.000000,9
12957,2011-11-30 09:53:00.000000,9
12966,2011-11-30 12:38:00.000000,9
13068,2011-11-29 15:00:00.000000,9
13147,2011-11-29 13:59:00.000000,9
13198,2011-11-29 15:17:00.000000,9
13203,2011-11-30 10:45:00.000000,9
13211,2011-11-29 14:43:00.000000,9
13428,2011-11-29 14:20:00.000000,9
13576,2011-11-29 15:34:00.000000,9
13647,2011-11-30 12:00:00.000000,9
