customer_id,last_purchase,frequency,monetary,recency,R,F,M,RFM_Score,Segment
12532,2011-11-09 13:47:00,1,313.83,29,3,1,1,5,One-Time
12533,2010-03-22 10:56:00,2,1223.89,626,1,2,3,6,At-Risk
12534,2011-08-01 10:26:00,1,981.18,129,2,1,3,6,Other
12535,2011-09-09 08:48:00,2,716.35,90,3,2,2,7,Other
12536,2011-10-11 14:52:00,1,4279.71,58,3,1,4,8,Other
12537,2010-10-27 08:36:00,1,612.94,407,1,1,2,4,At-Risk
12538,2011-11-10 17:16:00,2,640.45,28,3,2,2,7,Other
12539,2011-11-17 13:30:00,7,11186.75,21,4,3,4,11,High-Value
12540,2011-11-20 11:31:00,32,19250.49,18,4,4,4,12,High-Value
12541,2011-11-10 10:40:00,3,841.18,28,3,2,2,7,Other
12542,2010-08-12 19:12:00,2,481.88,483,1,2,2,5,At-Risk
12543,2010-09-17 15:51:00,1,840.25,447,1,1,2,4,At-Risk
12544,2011-11-03 16:15:00,1,316.7,35,3,1,1,5,One-Time
12545,2011-09-25 13:39:00,2,832.39,74,3,2,2,7,Other
12546,2011-10-24 12:09:00,2,1021.5,45,3,2,3,8,Other
12547,2011-05-26 12:38:00,3,299.58,196,2,2,1,5,Other
12548,2011-06-26 15:35:00,1,67.2,165,2,1,1,4,One-Time
12549,2010-05-13 12:05:00,5,1570.68,574,1,3,3,7,At-Risk
12550,2011-09-21 14:35:00,1,824.83,78,3,1,2,6,Other
12551,2010-12-17 11:23:00,1,168.0,356,2,1,1,4,One-Time
12552,2011-10-31 12:11:00,1,317.82,38,3,1,1,5,One-Time
12553,2011-12-01 16:38:00,12,4104.75,7,4,4,4,12,High-Value
12554,2010-09-17 12:29:00,1,384.5,447,1,1,2,4,At-Risk
12556,2011-10-20 13:06:00,2,599.56,49,3,2,2,7,Other
12557,2011-11-23 16:59:00,8,18096.14,15,4,4,4,12,High-Value
12558,2011-12-02 10:41:00,1,269.96,6,4,1,1,6,One-Time
12559,2011-02-02 09:49:00,2,525.71,309,2,2,2,6,Other
12560,2011-12-04 13:54:00,2,1918.01,4,4,2,3,9,High-Value
12561,2011-02-10 11:39:00,1,238.85,301,2,1,1,4,One-Time
12562,2011-12-01 17:20:00,9,4426.92,7,4,4,4,12,High-Value
12563,2010-10-27 09:52:00,1,221.24,407,1,1,1,3,At-Risk
12564,2011-03-23 14:55:00,1,402.9,260,2,1,2,5,Other
12565,2011-02-24 10:34:00,1,145.92,287,2,1,1,4,One-Time
12566,2011-09-14 14:30:00,1,297.65,85,3,1,1,5,One-Time
12567,2011-11-17 11:02:00,15,10741.48,21,4,4,4,12,High-Value
12568,2010-03-05 09:15:00,1,52.0,643,1,1,1,3,At-Risk
12569,2011-12-07 16:24:00,32,3152.69,1,4,4,4,12,High-Value
12571,2011-10-31 10:19:00,2,519.61,38,3,2,2,7,Other
12572,2011-12-01 09:20:00,2,912.42,7,4,2,3,9,High-Value
12573,2011-04-26 15:52:00,5,717.41,226,2,3,2,7,Other
12574,2011-01-28 09:20:00,1,182.45,314,2,1,1,4,One-Time
12575,2010-09-08 13:09:00,2,568.82,456,1,2,2,5,At-Risk
12576,2011-11-04 10:11:00,8,2062.72,34,3,4,3,10,High-Value
12577,2011-11-04 13:24:00,8,1613.15,34,3,4,3,10,High-Value
12578,2011-11-18 13:30:00,4,4026.45,20,4,3,4,11,High-Value
12579,2011-09-22 17:15:00,1,386.42,77,3,1,2,6,Other
12580,2011-04-07 10:24:00,2,962.9,245,2,2,3,7,Other
12581,2011-10-31 08:56:00,1,179.71,38,3,1,1,5,One-Time
12582,2011-04-15 08:45:00,4,1820.4,237,2,3,3,8,Other
12583,2011-12-07 08:07:00,27,12493.58,1,4,4,4,12,High-Value
12584,2011-12-06 09:35:00,9,2254.15,2,4,4,4,12,High-Value
12585,2011-04-19 13:39:00,2,1824.1,233,2,2,3,7,Other
12586,2011-11-22 16:24:00,4,2062.67,16,4,3,3,10,High-Value
12587,2011-12-02 12:47:00,1,104.0,6,4,1,1,6,One-Time
12588,2011-10-31 15:01:00,3,718.78,38,3,2,2,7,Other
12589,2011-11-11 10:19:00,6,3294.91,27,3,3,4,10,High-Value
12590,2011-05-12 14:46:00,1,9341.26,210,2,1,4,7,Other
12591,2011-01-26 14:35:00,3,1114.95,316,2,2,3,7,Other
12592,2011-09-08 15:04:00,4,1723.64,91,3,3,3,9,High-Value
12593,2011-08-23 12:43:00,3,382.1,107,2,2,2,6,Other
12594,2011-11-02 12:20:00,14,4890.11,36,3,4,4,11,High-Value
12595,2010-07-23 09:10:00,1,281.02,503,1,1,1,3,At-Risk
12596,2011-10-19 13:02:00,2,450.27,50,3,2,2,7,Other
12597,2011-11-20 13:33:00,4,3195.22,18,4,3,4,11,High-Value
12598,2011-11-30 12:18:00,10,4192.09,8,4,4,4,12,High-Value
12599,2011-11-10 13:34:00,13,2026.72,28,3,4,3,10,High-Value
12600,2011-11-11 10:29:00,20,4385.85,27,3,4,4,11,High-Value
12601,2011-06-03 10:17:00,6,573.26,188,2,3,2,7,Other
12602,2011-10-12 11:22:00,1,153.12,57,3,1,1,5,One-Time
12603,2011-11-18 10:42:00,1,613.2,20,4,1,2,7,Other
12604,2011-09-21 14:08:00,2,236.18,78,3,2,1,6,Other
12605,2010-11-28 14:18:00,3,1124.95,375,2,2,3,7,Other
12607,2011-10-10 16:06:00,1,1579.51,59,3,1,3,7,Other
12608,2010-10-31 10:49:00,1,415.79,403,1,1,2,4,At-Risk
12609,2011-09-22 16:34:00,9,3021.86,77,3,4,4,11,High-Value
12610,2011-11-17 09:34:00,4,1747.54,21,4,3,3,10,High-Value
12611,2011-10-18 13:12:00,1,1193.32,51,3,1,3,7,Other
12612,2011-09-26 15:35:00,1,668.04,73,3,1,2,6,Other
12613,2011-10-13 14:59:00,9,6277.37,56,3,4,4,11,High-Value
12614,2011-03-07 10:22:00,1,315.6,276,2,1,1,4,One-Time
12615,2011-12-07 15:02:00,8,5362.98,1,4,4,4,12,High-Value
12616,2011-09-05 15:17:00,3,1023.1,94,3,2,3,8,Other
12617,2011-11-10 14:39:00,1,352.98,28,3,1,2,6,Other
12618,2011-11-18 11:10:00,1,137.31,20,4,1,1,6,One-Time
12619,2011-11-23 14:52:00,9,3085.7,15,4,4,4,12,High-Value
12620,2011-11-25 10:20:00,3,1303.41,13,4,2,3,9,High-Value
12621,2011-12-08 11:25:00,35,22097.2,0,4,4,4,12,High-Value
12622,2011-04-21 16:39:00,1,162.1,231,2,1,1,4,One-Time
12623,2011-03-08 13:50:00,7,3315.84,275,2,3,4,9,High-Value
12624,2011-08-25 15:04:00,2,569.13,105,2,2,2,6,Other
12625,2011-05-12 09:54:00,4,4678.88,210,2,3,4,9,High-Value
12626,2011-11-16 16:06:00,9,5954.48,22,4,4,4,12,High-Value
12627,2011-11-29 12:07:00,6,4082.53,9,4,3,4,11,High-Value
12628,2011-12-05 13:15:00,3,732.46,3,4,2,2,8,Other
12629,2010-11-19 09:18:00,2,1198.22,384,1,2,3,6,At-Risk
12630,2011-11-30 10:48:00,2,1030.88,8,4,2,3,9,High-Value
12631,2011-10-13 13:53:00,6,3321.57,56,3,3,4,10,High-Value
12632,2010-07-07 09:39:00,2,714.88,519,1,2,2,5,At-Risk
12633,2011-10-12 11:40:00,7,5156.16,57,3,3,4,10,High-Value
12634,2010-06-09 15:41:00,1,360.0,547,1,1,2,4,At-Risk
12635,2011-09-11 11:04:00,4,2624.41,88,3,3,4,10,High-Value
12637,2011-10-03 13:46:00,12,8085.81,66,3,4,4,11,High-Value
12638,2011-11-06 13:11:00,2,681.49,32,3,2,2,7,Other
12639,2011-04-15 12:48:00,3,1072.37,237,2,2,3,7,Other
12640,2011-11-16 11:52:00,3,994.58,22,4,2,3,9,High-Value
12641,2011-08-16 13:26:00,1,145.9,114,2,1,1,4,One-Time
12642,2011-11-14 15:03:00,3,905.26,24,4,2,3,9,High-Value
12643,2011-08-03 12:56:00,11,7803.82,127,2,4,4,10,High-Value
12644,2011-08-02 10:33:00,4,1900.49,128,2,3,3,8,Other
12645,2011-11-06 12:38:00,8,3215.3,32,3,4,4,11,High-Value
12646,2011-12-05 10:14:00,2,1346.97,3,4,2,3,9,High-Value
12647,2011-11-17 12:56:00,35,14109.55,21,4,4,4,12,High-Value
12648,2011-07-08 11:55:00,4,1039.0,153,2,3,3,8,Other
12649,2011-08-24 14:41:00,8,2096.65,106,2,4,3,9,High-Value
12650,2011-12-06 16:34:00,1,242.44,2,4,1,1,6,One-Time
12651,2011-01-09 12:46:00,4,377.75,333,2,3,2,7,Other
12652,2011-01-12 15:00:00,2,891.03,330,2,2,3,7,Other
12653,2011-07-14 10:41:00,3,4160.83,147,2,2,4,8,Other
12654,2011-11-29 10:10:00,5,529.98,9,4,3,2,9,High-Value
12655,2010-10-12 09:17:00,1,243.35,422,1,1,1,3,At-Risk
12656,2011-11-22 13:42:00,8,5723.83,16,4,4,4,12,High-Value
12657,2011-11-28 15:47:00,4,1427.18,10,4,3,3,10,High-Value
12658,2011-11-21 10:22:00,1,632.05,17,4,1,2,7,Other
12659,2011-11-10 11:53:00,1,73.68,28,3,1,1,5,One-Time
12660,2011-11-28 13:26:00,1,227.1,10,4,1,1,6,One-Time
12661,2010-09-29 16:46:00,1,162.0,435,1,1,1,3,At-Risk
12662,2011-12-09 11:59:00,20,6130.54,-1,4,4,4,12,High-Value
12663,2010-03-25 09:40:00,2,185.4,623,1,2,1,4,At-Risk
12664,2011-12-01 17:07:00,11,5420.04,7,4,4,4,12,High-Value
12665,2011-01-19 08:34:00,3,259.6,323,2,2,1,5,Other
12666,2010-11-10 16:40:00,1,1248.42,393,1,1,3,5,At-Risk
12667,2011-10-12 17:00:00,1,460.13,57,3,1,2,6,Other
12668,2011-11-28 10:56:00,9,9906.03,10,4,4,4,12,High-Value
12669,2011-07-12 09:54:00,2,1427.73,149,2,2,3,7,Other
12670,2011-11-29 15:23:00,7,3436.29,9,4,3,4,11,High-Value
12671,2010-04-12 16:30:00,1,2622.48,605,1,1,4,6,At-Risk
12672,2011-01-14 09:20:00,2,407.05,328,2,2,2,6,Other
12673,2011-12-04 13:55:00,3,1140.02,4,4,2,3,9,High-Value
12674,2011-11-01 12:12:00,4,1844.6,37,3,3,3,9,High-Value
12675,2010-06-04 09:49:00,2,873.25,552,1,2,3,6,At-Risk
12676,2011-11-15 12:25:00,10,2333.09,23,4,4,4,12,High-Value
12677,2010-06-02 14:30:00,2,359.1,554,1,2,2,5,At-Risk
12678,2011-10-28 13:04:00,15,32595.18,41,3,4,4,11,High-Value
12679,2011-10-12 12:30:00,4,951.02,57,3,3,3,9,High-Value
12680,2011-12-09 12:50:00,4,790.81,-1,4,3,2,9,High-Value
12681,2011-11-25 11:33:00,44,26936.76,13,4,4,4,12,High-Value
12682,2011-12-06 10:00:00,51,20736.22,2,4,4,4,12,High-Value
12683,2011-12-05 16:28:00,20,10445.7,3,4,4,4,12,High-Value
12684,2011-12-02 09:53:00,6,2073.63,6,4,3,3,10,High-Value
12685,2011-11-11 13:46:00,6,2575.08,27,3,3,4,10,High-Value
12686,2010-12-03 09:51:00,1,71.14,370,2,1,1,4,One-Time
12687,2010-08-16 12:12:00,1,1858.91,479,1,1,3,5,At-Risk
12688,2011-08-18 08:49:00,1,4873.81,112,2,1,4,7,Other
12689,2011-11-14 08:31:00,2,1139.61,24,4,2,3,9,High-Value
12690,2011-05-18 09:09:00,1,335.01,204,2,1,1,4,One-Time
12691,2011-11-11 16:49:00,6,1044.4,27,3,3,3,9,High-Value
12692,2010-03-12 14:02:00,1,110.95,636,1,1,1,3,At-Risk
12693,2011-08-04 17:51:00,7,1415.02,126,2,3,3,8,Other
12694,2011-09-30 13:06:00,3,1663.35,69,3,2,3,8,Other
12695,2011-12-02 13:22:00,7,1371.12,6,4,3,3,10,High-Value
12696,2010-10-01 10:43:00,2,731.91,433,1,2,2,5,At-Risk
12697,2011-11-11 08:47:00,3,757.59,27,3,2,2,7,Other
12698,2010-04-28 15:51:00,1,285.75,589,1,1,1,3,At-Risk
12699,2010-10-18 12:07:00,1,566.11,416,1,1,2,4,At-Risk
12700,2011-12-02 10:47:00,4,4525.99,6,4,3,4,11,High-Value
12701,2011-09-21 10:47:00,6,2248.41,78,3,3,4,10,High-Value
12702,2011-11-20 10:36:00,1,201.0,18,4,1,1,6,One-Time
12703,2011-09-29 17:52:00,4,898.53,70,3,3,3,9,High-Value
12704,2011-12-02 13:15:00,8,1740.84,6,4,4,3,11,High-Value
12705,2011-11-24 13:17:00,13,11114.1,14,4,4,4,12,High-Value
12707,2011-02-21 08:38:00,1,603.42,290,2,1,2,5,Other
12708,2011-11-10 09:52:00,18,4559.66,28,3,4,4,11,High-Value
12709,2011-11-24 15:38:00,32,29487.18,14,4,4,4,12,High-Value
12710,2011-09-04 12:00:00,3,1023.02,95,2,2,3,7,Other
12711,2010-04-07 11:59:00,2,1213.05,610,1,2,3,6,At-Risk
12712,2011-11-11 08:19:00,21,5985.03,27,3,4,4,11,High-Value
12713,2011-12-09 12:16:00,1,794.55,-1,4,1,2,7,Other
12714,2011-11-30 15:43:00,12,12815.71,8,4,4,4,12,High-Value
12715,2011-08-25 15:22:00,1,263.36,105,2,1,1,4,One-Time
12716,2011-12-06 08:55:00,2,963.49,2,4,2,3,9,High-Value
12717,2011-07-11 14:47:00,3,1058.91,150,2,2,3,7,Other
12718,2011-09-29 16:38:00,1,202.25,70,3,1,1,5,One-Time
12719,2011-12-04 13:45:00,2,572.95,4,4,2,2,8,Other
12720,2011-12-07 08:03:00,29,6905.28,1,4,4,4,12,High-Value
12721,2011-11-08 12:13:00,8,3635.08,30,3,4,4,11,High-Value
12722,2011-09-15 14:50:00,4,979.63,84,3,3,3,9,High-Value
12723,2011-12-06 10:19:00,5,707.07,2,4,3,2,9,High-Value
12724,2011-12-04 16:02:00,7,2083.52,4,4,3,3,10,High-Value
12725,2010-12-03 15:45:00,3,1906.76,370,2,2,3,7,Other
12726,2011-11-11 13:35:00,11,3690.6,27,3,4,4,11,High-Value
12727,2011-11-29 11:46:00,10,4905.53,9,4,4,4,12,High-Value
