customer_id,total_spent,num_orders,avg_order_value
12901,17654.54,28,630.52
17377,17639.23,78,226.14
14952,17629.35,32,550.92
16652,17550.39,16,1096.9
15189,17524.38,46,380.96
18172,17467.24,52,335.91
12357,17437.66,2,8718.83
16019,17329.16,27,641.82
17416,17298.45,22,786.29
15078,17276.73,52,332.24
15523,17259.19,16,1078.7
13027,17239.2,19,907.33
15808,17180.25,21,818.11
15125,17024.87,24,709.37
16656,16833.17,30,561.11
12433,16794.14,10,1679.41
17735,16790.33,26,645.78
14277,16789.16,8,2098.65
16553,16584.01,33,502.55
12454,16459.78,4,4114.95
15358,16425.86,42,391.09
14961,16410.15,22,745.92
13225,16260.07,16,1016.25
16180,16249.87,13,1249.99
12980,16245.78,21,773.61
17107,16052.72,10,1605.27
17716,15956.97,24,664.87
13199,15949.21,66,241.65
13564,15880.22,36,441.12
15044,15769.01,32,492.78
12971,15704.6,116,135.38
16191,15677.82,24,653.24
12949,15526.7,22,705.76
14769,15512.46,17,912.5
14849,15407.61,43,358.32
15768,15308.89,34,450.26
12472,14971.29,19,787.96
18092,14693.72,18,816.32
16126,14644.6,15,976.31
17133,14622.33,12,1218.53
16873,14617.39,12,1218.12
14543,14548.22,39,373.03
17448,14448.67,41,352.41
15482,14377.36,18,798.74
14733,14335.15,15,955.68
13488,14205.96,23,617.65
15601,14191.74,30,473.06
16713,14115.56,32,441.11
12647,14109.55,35,403.13
14299,14070.25,27,521.12
13178,14059.19,21,669.49
18223,14000.85,26,538.49
12435,13925.93,6,2320.99
18087,13908.72,16,869.3
17589,13806.27,18,767.01
15005,13752.58,56,245.58
15382,13733.55,12,1144.46
15093,13702.38,23,595.76
12989,13551.75,33,410.66
15291,13472.76,39,345.46
13629,13370.86,19,703.73
16558,13304.11,38,350.11
12744,13158.16,8,1644.77
16923,13157.13,32,411.16
13090,13076.74,23,568.55
15738,13043.32,41,318.13
14049,13023.4,13,1001.8
13097,13015.36,27,482.05
18225,13014.8,26,500.57
14110,12987.95,33,393.57
13969,12973.46,35,370.67
13668,12948.48,35,369.96
13316,12940.82,10,1294.08
13952,12823.52,14,915.97
12714,12815.71,12,1067.98
13468,12793.28,72,177.68
16549,12781.8,34,375.94
12451,12629.88,8,1578.73
16161,12580.06,43,292.56
17017,12576.99,29,433.69
14040,12523.81,35,357.82
17858,12518.65,30,417.29
12583,12493.58,27,462.73
14936,12410.81,12,1034.23
16000,12393.7,3,4131.23
12476,12319.91,18,684.44
14735,12225.16,55,222.28
15144,12160.31,29,419.32
15465,12100.4,32,378.14
15194,12021.53,28,429.34
14415,11980.09,23,520.87
17364,11972.92,28,427.6
17044,11962.3,12,996.86
13458,11959.27,16,747.45
13854,11944.56,39,306.27
16258,11942.52,15,796.17
16523,11916.33,28,425.58
16814,11914.95,36,330.97
13687,11880.84,1,11880.84
17338,11880.54,17,698.86
18226,11878.88,26,456.88
13050,11877.29,34,349.33
14505,11873.08,19,624.9
14426,11727.94,17,689.88
13004,11650.85,36,323.63
14739,11573.62,25,462.94
13418,11559.66,31,372.89
15023,11555.5,20,577.77
15218,11453.83,22,520.63
13680,11419.67,12,951.64
13102,11380.1,37,307.57
12474,11310.75,29,390.03
14016,11303.41,11,1027.58
15874,11284.76,21,537.37
12437,11282.4,38,296.91
15555,11233.78,36,312.05
13576,11202.59,28,400.09
12539,11186.75,7,1598.11
14134,11123.35,15,741.56
12705,11114.1,13,854.93
13013,11097.43,29,382.67
12481,11033.51,14,788.11
15032,11010.05,8,1376.26
14045,10986.63,16,686.66
16985,10923.16,23,474.92
18052,10877.18,1,10877.18
12567,10741.48,15,716.1
16033,10608.81,27,392.92
13324,10513.47,18,584.08
15290,10496.28,26,403.7
12683,10445.7,20,522.29
14028,10396.5,3,3465.5
16168,10360.67,66,156.98
16984,10350.53,9,1150.06
15296,10323.03,12,860.25
14422,10271.52,19,540.61
17160,10209.16,17,600.54
15719,10194.32,31,328.85
14796,10167.77,27,376.58
18229,10150.51,28,362.52
15805,10148.93,30,338.3
18055,10142.64,14,724.47
16327,10129.04,16,633.06
12431,10102.22,25,404.09
17809,10085.89,20,504.29
13941,10027.18,15,668.48
13985,10020.86,22,455.49
15547,10002.65,26,384.72
14755,9972.55,25,398.9
16182,9971.65,9,1107.96
15694,9963.48,23,433.19
14101,9961.93,13,766.3
16131,9957.42,12,829.78
18260,9947.26,23,432.49
17049,9942.53,19,523.29
16701,9916.73,26,381.41
12668,9906.03,9,1100.67
12758,9903.24,7,1414.75
14329,9887.62,15,659.17
14828,9839.46,13,756.88
13599,9811.04,33,297.3
16353,9795.46,38,257.78
12524,9794.11,17,576.12
17306,9782.35,21,465.83
13018,9763.16,35,278.95
13735,9762.77,13,750.98
14085,9705.67,32,303.3
14944,9684.67,19,509.72
12839,9669.12,26,371.89
16782,9636.12,38,253.58
17315,9559.5,41,233.16
18109,9555.71,38,251.47
15502,9542.92,12,795.24
14091,9530.08,2,4765.04
17811,9513.1,47,202.41
13999,9502.26,29,327.66
17504,9490.17,18,527.23
14063,9471.5,7,1353.07
14146,9450.3,12,787.52
14439,9443.04,5,1888.61
13267,9429.81,36,261.94
17230,9388.49,18,521.58
15727,9371.71,15,624.78
15981,9362.77,21,445.85
12590,9341.26,1,9341.26
13069,9284.45,38,244.33
13162,9275.49,16,579.72
15249,9266.0,18,514.78
14367,9227.82,16,576.74
14292,9226.25,16,576.64
17757,9070.1,56,161.97
15298,9061.77,23,393.99
16709,9056.01,14,646.86
13327,9052.87,19,476.47
15939,9004.84,15,600.32
17068,8980.18,47,191.07
15150,8977.94,13,690.61
15903,8939.84,12,744.99
12747,8898.48,26,342.25
14060,8898.24,30,296.61
13555,8891.84,13,683.99
14709,8886.33,25,355.45
12359,8873.39,10,887.34
15867,8869.87,31,286.12
14135,8839.67,24,368.32
16700,8830.77,25,353.23
16550,8807.68,18,489.32
15260,8767.73,25,350.71
12490,8764.64,20,438.23
16532,8756.64,5,1751.33
15570,8736.49,25,349.46
16186,8718.43,26,335.32
12957,8706.97,13,669.77
17576,8705.6,41,212.33
15497,8657.39,9,961.93
13756,8655.95,23,376.35
13263,8650.98,38,227.66
13758,8595.29,14,613.95
16945,8548.16,33,259.04
15281,8543.57,16,533.97
13269,8537.32,28,304.9
15270,8524.86,21,405.95
12798,8510.93,4,2127.73
13209,8509.51,13,654.58
15786,8501.62,5,1700.32
13148,8488.32,26,326.47
14286,8479.76,7,1211.39
18139,8438.34,6,1406.39
13047,8423.58,23,366.24
14160,8421.47,7,1203.07
15984,8393.02,30,279.77
17396,8391.6,13,645.51
13448,8386.22,12,698.85
14676,8356.79,12,696.4
14057,8346.66,22,379.39
13206,8308.19,13,639.09
17686,8296.81,9,921.87
17611,8287.53,28,295.98
15998,8274.14,16,517.13
15034,8231.2,14,587.94
13381,8224.37,12,685.36
13139,8202.98,8,1025.37
16722,8189.56,22,372.25
17365,8179.45,15,545.3
13426,8167.38,22,371.24
13715,8153.04,17,479.59
14056,8152.71,23,354.47
12766,8134.99,9,903.89
16672,8134.94,20,406.75
17593,8092.32,11,735.67
15955,8085.98,22,367.54
12637,8085.81,12,673.82
17426,8077.77,13,621.37
16767,8052.41,15,536.83
16670,8030.15,20,401.51
18041,8018.77,38,211.02
14525,8018.59,17,471.68
16556,8012.58,17,471.33
13869,7996.87,10,799.69
13174,7972.46,11,724.77
16303,7928.27,7,1132.61
14291,7904.1,23,343.66
13871,7885.85,17,463.87
15622,7852.61,17,461.92
14159,7849.58,20,392.48
17085,7839.27,28,279.97
12867,7829.26,13,602.25
16592,7807.91,28,278.85
15544,7807.89,20,390.39
12643,7803.82,11,709.44
14395,7801.93,20,390.1
17409,7793.51,10,779.35
17730,7773.8,20,388.69
17739,7730.59,18,429.48
13534,7720.9,35,220.6
17696,7679.59,27,284.43
14175,7678.88,8,959.86
13141,7656.08,17,450.36
15046,7604.84,25,304.19
14145,7600.05,7,1085.72
13373,7587.19,6,1264.53
13137,7586.94,16,474.18
13709,7571.35,18,420.63
14030,7521.8,20,376.09
17091,7495.75,19,394.51
15179,7491.92,13,576.3
16570,7434.31,20,371.72
16242,7404.65,14,528.9
17602,7354.43,14,525.32
13082,7335.75,21,349.32
17238,7331.17,32,229.1
14282,7250.76,25,290.03
14092,7229.45,24,301.23
16253,7222.2,7,1031.74
14243,7217.75,17,424.57
12380,7210.65,8,901.33
16729,7202.01,21,342.95
14688,7190.42,28,256.8
16745,7180.7,17,422.39
14800,7180.08,17,422.36
14841,7163.0,14,511.64
15950,7120.91,10,712.09
14113,7092.61,16,443.29
13451,7088.92,11,644.45
15521,7087.64,16,442.98
17231,7064.8,25,282.59
17769,7053.38,17,414.9
13183,7036.18,15,469.08
17965,7002.9,29,241.48
16938,6995.36,9,777.26
17690,6963.8,20,348.19
12841,6958.2,40,173.95
13552,6948.92,22,315.86
16187,6911.44,15,460.76
15301,6909.67,17,406.45
12720,6905.28,29,238.11
16170,6869.0,20,343.45
15129,6860.18,23,298.27
18231,6848.27,28,244.58
16401,6847.45,23,297.72
12749,6847.36,9,760.82
12830,6814.64,6,1135.77
16145,6805.44,19,358.18
15413,6798.72,5,1359.74
14401,6795.9,22,308.9
13993,6775.71,19,356.62
13983,6753.89,21,321.61
13815,6737.74,8,842.22
15321,6709.73,12,559.14
14844,6702.43,10,670.24
13734,6695.69,4,1673.92
16497,6695.28,23,291.1
17975,6693.03,24,278.88
16265,6685.17,12,557.1
13384,6680.83,11,607.35
17700,6679.97,14,477.14
14461,6676.52,13,513.58
16717,6663.68,14,475.98
17001,6640.8,19,349.52
13953,6640.68,12,553.39
14562,6638.15,26,255.31
13394,6621.7,19,348.51
15674,6613.52,12,551.13
13831,6585.54,18,365.86
13015,6579.78,11,598.16
12836,6559.73,15,437.32
15980,6543.68,7,934.81
13883,6535.37,14,466.81
14855,6520.3,7,931.47
14221,6517.49,17,383.38
12823,6501.5,18,361.19
13317,6486.09,19,341.37
12779,6474.11,14,462.44
12843,6461.87,28,230.78
14154,6460.7,8,807.59
15750,6452.99,18,358.5
16940,6427.66,8,803.46
16655,6423.26,13,494.1
12428,6405.26,8,800.66
18094,6391.52,13,491.66
12406,6390.36,5,1278.07
15514,6388.28,18,354.9
14388,6388.2,16,399.26
14766,6375.73,11,579.61
14227,6366.16,15,424.41
14702,6356.98,29,219.21
13590,6336.04,18,352.0
18245,6324.98,20,316.25
13654,6308.0,11,573.45
12913,6283.24,13,483.33
12613,6277.37,9,697.49
13136,6274.56,13,482.66
13615,6272.53,8,784.07
14004,6258.45,11,568.95
15369,6251.26,11,568.3
17799,6246.93,20,312.35
18118,6218.62,29,214.44
16735,6217.41,14,444.1
15673,6204.32,9,689.37
13334,6201.8,5,1240.36
16103,6191.71,22,281.44
16156,6188.18,20,309.41
14534,6183.06,26,237.81
14390,6150.03,13,473.08
17669,6142.35,10,614.24
17873,6135.95,18,340.89
13266,6135.04,19,322.9
14852,6132.43,18,340.69
12662,6130.54,20,306.53
17419,6126.25,18,340.35
14180,6117.5,33,185.38
13935,6116.92,3,2038.97
14560,6114.03,44,138.96
13230,6109.51,30,203.65
18178,6103.74,11,554.89
14530,6088.87,16,380.55
18061,6083.81,28,217.28
17509,6083.64,8,760.46
16954,6081.88,20,304.09
17644,6028.6,20,301.43
13658,6025.5,9,669.5
17819,6021.05,12,501.75
15372,6017.06,8,752.13
16456,6000.94,13,461.61
12417,5998.41,20,299.92
12835,5996.83,41,146.26
12497,5996.5,3,1998.83
15755,5993.12,17,352.54
14105,5988.83,5,1197.77
12712,5985.03,21,285.0
17457,5984.81,14,427.49
14440,5982.03,13,460.16
17625,5978.9,8,747.36
15785,5969.93,16,373.12
14535,5961.89,9,662.43
14918,5955.81,9,661.76
12626,5954.48,9,661.61
14257,5954.45,9,661.61
16710,5921.35,22,269.15
15971,5897.88,18,327.66
17146,5852.64,13,450.2
18065,5846.63,28,208.81
12429,5842.41,8,730.3
14112,5834.59,13,448.81
12910,5796.52,13,445.89
18075,5783.29,20,289.16
14099,5750.91,20,287.55
16316,5744.91,13,441.92
13771,5728.82,9,636.54
12656,5723.83,8,715.48
12455,5722.95,9,635.88
13870,5712.08,15,380.81
16607,5706.87,25,228.27
17651,5703.52,16,356.47
16279,5698.28,9,633.14
16458,5690.89,30,189.7
13157,5687.36,9,631.93
13901,5676.34,15,378.42
17672,5663.74,6,943.96
17491,5653.67,17,332.57
16409,5652.74,12,471.06
13722,5635.41,10,563.54
16320,5628.99,6,938.16
16003,5613.83,10,561.38
12356,5611.73,6,935.29
18145,5609.74,11,509.98
16200,5608.1,12,467.34
17838,5604.64,13,431.13
16011,5599.31,29,193.08
15228,5580.27,6,930.05
15854,5578.28,21,265.63
17203,5564.09,10,556.41
12500,5559.21,18,308.85
12484,5557.1,9,617.46
14210,5556.57,16,347.29
15299,5556.53,9,617.39
15527,5554.04,23,241.48
14907,5547.72,16,346.73
14572,5520.98,11,501.91
17069,5517.23,14,394.09
14732,5517.07,19,290.37
17092,5511.41,11,501.04
17204,5504.69,9,611.63
14189,5503.15,16,343.95
13115,5494.7,10,549.47
16609,5493.46,7,784.78
13593,5493.29,14,392.38
13769,5478.12,20,273.91
16992,5476.5,13,421.27
17512,5467.82,18,303.77
17685,5454.95,12,454.58
13520,5446.0,11,495.09
18198,5425.56,17,319.15
12664,5420.04,11,492.73
12378,5416.32,2,2708.16
14626,5410.92,11,491.9
14249,5400.46,12,450.04
17719,5396.04,15,359.74
17612,5394.86,18,299.71
13362,5394.07,7,770.58
13014,5381.08,11,489.19
14459,5375.74,2,2687.87
14442,5367.02,7,766.72
12615,5362.98,8,670.37
17863,5360.48,12,446.71
15641,5345.55,12,445.46
16008,5339.13,15,355.94
15628,5333.08,17,313.71
13842,5319.34,18,295.52
17584,5309.42,6,884.9
16546,5307.07,5,1061.41
16393,5297.77,23,230.34
15394,5286.8,11,480.62
15152,5263.83,14,375.99
13931,5257.38,11,477.94
13975,5256.4,12,438.03
13107,5253.07,9,583.67
14930,5236.73,6,872.79
12755,5236.26,11,476.02
15722,5234.0,11,475.82
17061,5232.23,11,475.66
15606,5230.99,17,307.71
13763,5217.44,3,1739.15
15812,5201.47,12,433.46
14546,5184.84,11,471.35
17663,5175.83,17,304.46
15796,5170.63,17,304.15
12633,5156.16,7,736.59
17157,5151.9,19,271.15
16153,5133.49,11,466.68
16308,5120.0,7,731.43
14713,5115.36,21,243.59
15443,5114.23,14,365.3
17861,5088.29,18,282.68
14493,5087.86,10,508.79
15367,5081.33,11,461.94
17469,5051.25,17,297.13
16931,5032.22,23,218.79
17084,5001.21,3,1667.07
14209,4993.27,15,332.88
15898,4992.7,25,199.71
17346,4991.41,26,191.98
13634,4988.08,15,332.54
14639,4978.96,9,553.22
13198,4974.23,8,621.78
17758,4964.03,12,413.67
17802,4946.22,10,494.62
12347,4921.53,8,615.19
14970,4919.35,12,409.95
16919,4909.66,24,204.57
12727,4905.53,10,490.55
17314,4904.43,17,288.5
18144,4892.95,19,257.52
15332,4892.68,6,815.45
12594,4890.11,14,349.29
16986,4888.75,11,444.43
13021,4887.24,17,287.48
13659,4884.68,12,407.06
16686,4881.07,16,305.07
15379,4877.84,8,609.73
14107,4877.3,11,443.39
12688,4873.81,1,4873.81
17213,4869.4,13,374.57
17652,4867.72,12,405.64
14081,4867.57,10,486.76
17449,4865.15,13,374.24
17059,4864.57,9,540.51
13495,4863.31,10,486.33
13044,4848.05,11,440.73
13562,4838.18,8,604.77
17567,4838.08,9,537.56
12480,4834.85,7,690.69
14191,4817.66,15,321.18
13875,4814.37,14,343.88
15485,4810.92,7,687.27
13329,4808.77,8,601.1
15529,4781.11,12,398.43
17519,4774.17,15,318.28
15187,4762.18,15,317.48
13988,4757.8,8,594.73
12955,4757.16,11,432.47
17829,4756.74,5,951.35
12362,4737.23,10,473.72
14825,4735.08,24,197.3
17082,4732.03,6,788.67
14235,4717.99,9,524.22
13958,4709.23,8,588.65
16905,4704.27,17,276.72
15410,4685.72,10,468.57
12625,4678.88,4,1169.72
13971,4667.57,14,333.4
16904,4656.56,20,232.83
15123,4656.17,5,931.23
15484,4652.1,6,775.35
17050,4648.59,11,422.6
13124,4641.66,4,1160.41
18097,4627.92,11,420.72
16326,4626.25,24,192.76
17400,4623.28,8,577.91
17442,4620.3,15,308.02
12759,4618.74,8,577.34
14441,4611.69,11,419.24
15245,4610.84,8,576.36
13851,4606.46,8,575.81
17402,4600.56,22,209.12
17188,4592.93,13,353.3
18257,4585.15,12,382.1
17508,4579.23,8,572.4
15416,4572.82,7,653.26
12708,4559.66,18,253.31
13510,4558.29,11,414.39
15365,4557.13,13,350.55
16143,4555.08,12,379.59
14032,4546.41,16,284.15
17613,4544.55,14,324.61
13527,4541.29,12,378.44
13571,4537.26,26,174.51
14685,4536.64,8,567.08
13523,4534.57,6,755.76
16255,4530.0,15,302.0
15271,4528.54,24,188.69
12700,4525.99,4,1131.5
14290,4516.56,8,564.57
17308,4511.76,2,2255.88
15581,4505.16,34,132.5
15764,4503.08,8,562.89
14625,4497.88,11,408.9
17596,4491.46,13,345.5
15122,4487.27,11,407.93
14701,4487.11,15,299.14
18064,4481.83,11,407.44
12916,4479.73,7,639.96
13491,4467.66,27,165.47
14648,4463.39,15,297.56
16912,4460.51,15,297.37
15240,4459.98,12,371.67
18093,4452.71,8,556.59
14341,4452.02,18,247.33
17220,4451.41,21,211.97
17754,4451.22,13,342.4
18069,4449.02,11,404.46
13435,4447.33,9,494.15
12562,4426.92,9,491.88
15845,4426.28,11,402.39
17138,4417.27,7,631.04
16626,4413.1,17,259.59
16563,4412.56,6,735.43
14211,4402.29,18,244.57
15203,4400.18,15,293.35
16732,4387.64,4,1096.91
18272,4385.98,9,487.33
12600,4385.85,20,219.29
14514,4380.04,9,486.67
16118,4376.25,1,4376.25
13297,4368.62,7,624.09
12752,4366.78,1,4366.78
15861,4360.9,12,363.41
12432,4359.32,4,1089.83
12917,4359.2,6,726.53
16283,4348.62,8,543.58
15633,4335.96,13,333.54
14334,4318.48,12,359.87
17372,4316.46,27,159.87
17191,4310.34,15,287.36
14482,4306.72,12,358.89
12928,4304.89,12,358.74
14854,4303.06,11,391.19
17937,4301.22,7,614.46
13880,4293.86,17,252.58
16858,4292.59,10,429.26
16125,4292.35,14,306.6
18230,4291.06,9,476.78
14307,4287.92,10,428.79
12536,4279.71,1,4279.71
16293,4279.2,15,285.28
16081,4278.96,8,534.87
17930,4275.22,13,328.86
12449,4274.89,5,854.98
14466,4267.15,13,328.24
14239,4263.17,21,203.01
16571,4248.74,10,424.87
12935,4243.86,15,282.92
12395,4241.17,15,282.74
17728,4238.76,5,847.75
13911,4234.99,20,211.75
16875,4234.53,11,384.96
14001,4228.85,9,469.87
16712,4225.22,13,325.02
17412,4220.22,16,263.76
16743,4212.15,14,300.87
15804,4206.39,13,323.57
18079,4203.93,5,840.79
12598,4192.09,10,419.21
15518,4189.99,15,279.33
17406,4186.95,13,322.07
14868,4184.01,12,348.67
17738,4183.56,13,321.81
16072,4180.09,4,1045.02
12757,4176.75,9,464.08
17673,4173.88,13,321.07
18194,4162.04,6,693.67
14740,4161.06,11,378.28
12653,4160.83,3,1386.94
13461,4160.0,6,693.33
16749,4157.88,2,2078.94
16209,4146.78,9,460.75
15002,4138.08,9,459.79
18287,4132.99,7,590.43
13450,4120.04,13,316.93
15493,4113.19,9,457.02
12553,4104.75,12,342.06
14408,4102.27,11,372.93
16477,4094.37,11,372.22
14566,4092.0,4,1023.0
15050,4087.19,5,817.44
12444,4085.46,5,817.09
12627,4082.53,6,680.42
18077,4078.79,18,226.6
14878,4076.5,25,163.06
14913,4073.13,8,509.14
12483,4069.18,19,214.17
17682,4065.28,11,369.57
14025,4057.9,8,507.24
17083,4049.79,9,449.98
13048,4049.13,9,449.9
13421,4048.25,8,506.03
12840,4041.97,7,577.42
15680,4028.69,10,402.87
12578,4026.45,4,1006.61
14824,4022.91,10,402.29
15782,4014.1,4,1003.53
16098,4010.7,14,286.48
12523,4010.35,23,174.36
13895,4008.52,6,668.09
16841,4006.06,12,333.84
16150,4002.17,10,400.22
17618,4001.64,11,363.79
17307,3999.89,11,363.63
16455,3995.57,11,363.23
16241,3989.81,16,249.36
15665,3987.07,5,797.41
14547,3974.75,8,496.84
16218,3968.67,13,305.28
14047,3968.11,14,283.44
15572,3965.2,10,396.52
13542,3959.49,17,232.91
12370,3956.56,7,565.22
13982,3954.29,9,439.37
17667,3950.7,9,438.97
16791,3944.88,15,262.99
18259,3941.9,7,563.13
17526,3939.24,12,328.27
15819,3934.79,10,393.48
15051,3926.91,9,436.32
14465,3925.85,11,356.9
15752,3924.91,9,436.1
16771,3921.1,10,392.11
13037,3914.95,12,326.25
12853,3907.5,11,355.23
12408,3905.77,8,488.22
13995,3902.01,14,278.72
12388,3901.11,8,487.64
14498,3900.83,10,390.08
17646,3898.79,12,324.9
15571,3892.35,14,278.02
17218,3889.39,18,216.08
15708,3887.15,9,431.91
13446,3881.89,11,352.9
15696,3881.22,13,298.56
14655,3878.51,7,554.07
15823,3867.17,2,1933.59
15067,3862.88,5,772.58
12782,3862.24,11,351.11
15195,3861.0,1,3861.0
18073,3859.82,12,321.65
16440,3856.97,6,642.83
16057,3854.85,10,385.49
13213,3851.52,11,350.14
16341,3850.79,7,550.11
14532,3845.78,11,349.62
13481,3830.84,11,348.26
17287,3826.86,21,182.23
15421,3805.34,10,380.53
16636,3802.04,4,950.51
17954,3801.83,19,200.1
16128,3801.05,11,345.55
16928,3798.08,26,146.08
13357,3795.01,5,759.0
17071,3793.71,13,291.82
14309,3780.81,11,343.71
13126,3774.81,13,290.37
17211,3773.35,13,290.26
16466,3767.09,15,251.14
17173,3766.6,8,470.83
15834,3761.89,7,537.41
17553,3757.6,4,939.4
12876,3751.79,4,937.95
17293,3750.63,17,220.63
15370,3739.01,8,467.38
15704,3734.66,6,622.44
14515,3724.06,12,310.34
16240,3718.8,2,1859.4
14364,3717.35,8,464.67
15532,3717.2,10,371.72
14540,3709.64,11,337.24
14565,3709.22,5,741.84
14776,3708.3,15,247.22
15288,3706.53,10,370.65
15255,3706.02,9,411.78
15494,3702.6,5,740.52
16772,3698.05,3,1232.68
17096,3697.93,11,336.18
16094,3695.56,11,335.96
12726,3690.6,11,335.51
12857,3688.0,6,614.67
12349,3678.69,3,1226.23
14744,3660.08,14,261.43
14593,3658.03,12,304.84
14857,3651.85,7,521.69
14649,3651.19,9,405.69
14640,3649.36,10,364.94
13632,3645.81,8,455.73
12422,3639.35,12,303.28
17063,3638.53,13,279.89
14770,3637.64,8,454.71
16748,3637.33,14,259.81
12721,3635.08,8,454.39
16053,3634.84,6,605.81
13505,3633.63,4,908.41
17528,3628.5,8,453.56
16444,3625.88,17,213.29
15079,3625.4,11,329.58
13305,3616.41,16,226.03
16503,3614.34,11,328.58
12360,3612.89,6,602.15
15505,3610.96,5,722.19
14817,3609.86,7,515.69
15791,3608.34,5,721.67
18242,3605.21,8,450.65
15827,3603.14,28,128.68
13750,3602.18,11,327.47
16325,3597.5,12,299.79
17422,3594.76,11,326.8
15480,3592.25,3,1197.42
17659,3586.99,14,256.21
17019,3586.99,11,326.09
14132,3586.03,11,326.0
15569,3583.45,10,358.35
17679,3577.61,7,511.09
17311,3566.56,6,594.43
15024,3559.39,16,222.46
14737,3554.17,4,888.54
15858,3552.41,13,273.26
15222,3550.91,11,322.81
14882,3546.65,14,253.33
14503,3543.26,6,590.54
17848,3538.46,30,117.95
16950,3533.77,10,353.38
17722,3520.22,5,704.04
16336,3517.69,4,879.42
16395,3517.56,14,251.25
15113,3509.04,3,1169.68
16719,3508.62,14,250.62
18044,3505.61,18,194.76
13929,3494.1,11,317.65
16983,3490.53,11,317.32
15059,3490.4,19,183.71
15306,3484.73,9,387.19
13577,3484.28,11,316.75
17597,3484.09,5,696.82
15712,3472.41,12,289.37
13849,3469.3,5,693.86
14533,3466.37,11,315.12
14837,3460.32,9,384.48
16360,3450.41,6,575.07
12358,3447.07,5,689.41
13313,3445.32,12,287.11
13536,3444.39,7,492.06
16347,3442.96,11,313.0
15974,3442.15,7,491.74
16208,3440.45,10,344.05
15953,3440.34,18,191.13
17725,3439.08,11,312.64
12670,3436.29,7,490.9
15676,3435.76,3,1145.25
18168,3435.5,16,214.72
16045,3434.93,8,429.37
15351,3430.22,10,343.02
14409,3427.29,9,380.81
17913,3425.09,14,244.65
17876,3424.02,3,1141.34
16281,3424.02,3,1141.34
13437,3408.06,7,486.87
14653,3404.8,11,309.53
14934,3403.5,5,680.7
13823,3403.45,7,486.21
17931,3402.24,14,243.02
15114,3400.12,12,283.34
15811,3392.55,7,484.65
13425,3390.43,5,678.09
15058,3387.58,16,211.72
